State,County,Violent crime,Murder and nonnegligent manslaughter,Rape(revised definition)1,Rape(legacy definition)2,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson3
NEBRASKA-Nonmetropolitan Counties,Buffalo,13,0,,1,1,11,198,46,142,10,0
NEBRASKA-Nonmetropolitan Counties,Burt,3,0,,1,0,2,36,12,21,3,0
NEBRASKA-Nonmetropolitan Counties,Butler,5,0,,0,0,5,45,3,42,0,0
NEBRASKA-Nonmetropolitan Counties,Cedar,4,0,,1,0,3,8,4,4,0,0
NEBRASKA-Nonmetropolitan Counties,Chase,4,0,,0,0,4,19,7,9,3,0
NEBRASKA-Nonmetropolitan Counties,Cheyenne,2,0,,0,0,2,89,21,56,12,0
NEBRASKA-Nonmetropolitan Counties,Colfax,21,0,,0,0,21,58,15,40,3,0
NEBRASKA-Nonmetropolitan Counties,Cuming,0,0,,0,0,0,11,8,2,1,0
NEBRASKA-Nonmetropolitan Counties,Custer,4,0,,2,0,2,42,11,30,1,0
NEBRASKA-Nonmetropolitan Counties,Dawson,3,0,,0,0,3,88,10,73,5,0
NEBRASKA-Nonmetropolitan Counties,Deuel,0,0,,0,0,0,33,3,29,1,0
NEBRASKA-Nonmetropolitan Counties,Dodge,11,0,,0,0,11,157,16,125,16,0
NEBRASKA-Nonmetropolitan Counties,Franklin,2,0,,1,0,1,17,6,9,2,0
NEBRASKA-Nonmetropolitan Counties,Frontier,2,0,,2,0,0,23,6,17,0,0
NEBRASKA-Nonmetropolitan Counties,Furnas,2,0,,0,0,2,22,6,14,2,0
NEBRASKA-Nonmetropolitan Counties,Gage,4,0,,2,0,2,190,46,132,12,3
NEBRASKA-Nonmetropolitan Counties,Gosper,1,0,,0,0,1,37,8,27,2,2
NEBRASKA-Nonmetropolitan Counties,Hall,12,1,,1,0,10,219,54,150,15,0
NEBRASKA-Nonmetropolitan Counties,Hamilton,2,0,,1,0,1,49,11,35,3,1
NEBRASKA-Nonmetropolitan Counties,Harlan,1,0,,0,0,1,2,0,2,0,0
NEBRASKA-Nonmetropolitan Counties,Hitchcock,3,0,,0,0,3,5,2,3,0,0
NEBRASKA-Nonmetropolitan Counties,Holt,0,0,,0,0,0,21,4,17,0,0
NEBRASKA-Nonmetropolitan Counties,Hooker,0,0,,0,0,0,1,1,0,0,0
NEBRASKA-Nonmetropolitan Counties,Jefferson,4,1,,0,0,3,65,23,31,11,2
NEBRASKA-Nonmetropolitan Counties,Kearney,2,0,,2,0,0,49,10,37,2,0
NEBRASKA-Nonmetropolitan Counties,Keith,3,0,,2,0,1,36,6,28,2,0
NEBRASKA-Nonmetropolitan Counties,Keya Paha,0,0,,0,0,0,5,1,4,0,0
NEBRASKA-Nonmetropolitan Counties,Kimball,1,0,,0,0,1,18,0,14,4,0
NEBRASKA-Nonmetropolitan Counties,Knox,1,0,,0,0,1,23,4,19,0,0
NEBRASKA-Nonmetropolitan Counties,Lincoln,6,0,,0,2,4,168,27,135,6,0
NEBRASKA-Nonmetropolitan Counties,Madison,7,2,,1,0,4,53,13,38,2,0
NEBRASKA-Nonmetropolitan Counties,Merrick,0,0,,0,0,0,52,8,41,3,0
NEBRASKA-Nonmetropolitan Counties,Morrill,1,0,,0,0,1,34,5,26,3,0
NEBRASKA-Nonmetropolitan Counties,Nance,1,0,,0,0,1,13,4,8,1,0
NEBRASKA-Nonmetropolitan Counties,Nemaha,4,0,,0,0,4,32,2,30,0,1
NEBRASKA-Nonmetropolitan Counties,Pawnee,1,0,,0,0,1,30,9,14,7,0
NEBRASKA-Nonmetropolitan Counties,Perkins,2,0,,1,1,0,23,4,18,1,0
NEBRASKA-Nonmetropolitan Counties,Phelps,1,0,,1,0,0,31,7,20,4,2
NEBRASKA-Nonmetropolitan Counties,Platte,6,0,,0,0,6,243,45,186,12,0
NEBRASKA-Nonmetropolitan Counties,Polk,0,0,,0,0,0,67,5,62,0,0
NEBRASKA-Nonmetropolitan Counties,Red Willow,2,0,,1,0,1,36,13,21,2,0
NEBRASKA-Nonmetropolitan Counties,Richardson,3,0,,0,0,3,57,24,30,3,0
NEBRASKA-Nonmetropolitan Counties,Rock,0,0,,0,0,0,17,4,13,0,0
NEBRASKA-Nonmetropolitan Counties,Saline,3,0,,1,0,2,69,15,41,13,2
NEBRASKA-Nonmetropolitan Counties,Scotts Bluff,8,2,,1,0,5,106,28,67,11,0
NEBRASKA-Nonmetropolitan Counties,Sheridan,0,0,,0,0,0,56,18,37,1,1
NEBRASKA-Nonmetropolitan Counties,Sioux,0,0,,0,0,0,1,0,1,0,0
NEBRASKA-Nonmetropolitan Counties,Stanton,4,0,,0,0,4,35,7,27,1,0
NEBRASKA-Nonmetropolitan Counties,Thayer,2,0,,0,0,2,61,19,41,1,0
NEBRASKA-Nonmetropolitan Counties,Wayne,1,0,,0,0,1,14,3,10,1,0
NEBRASKA-Nonmetropolitan Counties,Webster,3,0,,1,0,2,20,6,14,0,0
NEBRASKA-Nonmetropolitan Counties,Wheeler,1,0,,0,0,1,1,0,1,0,0
NEBRASKA-Nonmetropolitan Counties,York,3,0,,0,0,3,55,8,41,6,0
NEVADA-Metropolitan Counties,Carson City,206,1,,5,21,179,1103,286,723,94,23
NEVADA-Metropolitan Counties,Washoe,208,2,,0,13,193,1755,563,954,238,3
NEVADA-Nonmetropolitan Counties,Churchill,40,1,,8,2,29,266,109,143,14,10
NEVADA-Nonmetropolitan Counties,Douglas,69,0,,5,7,57,920,202,663,55,9
NEVADA-Nonmetropolitan Counties,Elko,25,3,,8,3,11,195,95,80,20,2
NEVADA-Nonmetropolitan Counties,Esmeralda,1,0,,0,0,1,3,1,2,0,3
NEVADA-Nonmetropolitan Counties,Eureka,9,0,,0,1,8,26,9,14,3,1
NEVADA-Nonmetropolitan Counties,Humboldt,63,1,,0,1,61,58,26,26,6,2
NEVADA-Nonmetropolitan Counties,Lincoln,2,0,,0,0,2,36,4,22,10,1
NEVADA-Nonmetropolitan Counties,Lyon,84,2,,3,10,69,777,244,465,68,11
NEVADA-Nonmetropolitan Counties,Mineral,15,0,,7,0,8,32,14,14,4,0
NEVADA-Nonmetropolitan Counties,Nye,117,2,,18,19,78,989,340,501,148,19
NEVADA-Nonmetropolitan Counties,Pershing,38,0,,9,0,29,42,21,21,0,0
NEVADA-Nonmetropolitan Counties,White Pine5,13,0,,2,1,10,,76,,7,1
NEW HAMPSHIRE-Metropolitan Counties,Rockingham,36,0,,0,0,36,5,1,3,1,0
NEW HAMPSHIRE-Nonmetropolitan Counties,Carroll,3,0,,1,0,2,37,10,24,3,0
NEW HAMPSHIRE-Nonmetropolitan Counties,Cheshire,0,0,,0,0,0,3,0,3,0,0
NEW HAMPSHIRE-Nonmetropolitan Counties,Merrimack,10,0,,5,0,5,0,0,0,0,0
NEW MEXICO-Metropolitan Counties,Bernalillo,900,7,,46,150,697,2401,710,1301,390,80
NEW MEXICO-Metropolitan Counties,Sandoval4,,1,,1,0,,162,97,63,2,0
NEW MEXICO-Metropolitan Counties,San Juan,250,8,,29,8,205,953,289,550,114,6
NEW MEXICO-Metropolitan Counties,Santa Fe,211,0,,29,12,170,1072,735,335,2,12
NEW MEXICO-Metropolitan Counties,Valencia,199,8,,14,12,165,1166,511,408,247,41
NEW MEXICO-Nonmetropolitan Counties,Catron,5,2,,0,0,3,39,27,8,4,0
NEW MEXICO-Nonmetropolitan Counties,Chaves,53,2,,7,4,40,467,250,175,42,6
NEW MEXICO-Nonmetropolitan Counties,Cibola6,9,0,,1,1,7,94,56,28,10,0
NEW MEXICO-Nonmetropolitan Counties,Colfax,3,0,,0,0,3,7,3,4,0,0
NEW MEXICO-Nonmetropolitan Counties,Curry,11,0,,1,0,10,158,80,63,15,0
NEW MEXICO-Nonmetropolitan Counties,Eddy,48,2,,10,2,34,371,133,225,13,0
NEW MEXICO-Nonmetropolitan Counties,Grant,13,0,,2,0,11,153,98,55,0,0
NEW MEXICO-Nonmetropolitan Counties,Lea,43,0,,10,3,30,477,163,274,40,3
NEW MEXICO-Nonmetropolitan Counties,Lincoln,64,1,,1,1,61,149,52,90,7,0
NEW MEXICO-Nonmetropolitan Counties,Luna,77,4,,0,3,70,359,151,161,47,0
NEW MEXICO-Nonmetropolitan Counties,McKinley,86,0,,2,9,75,279,125,125,29,19
NEW MEXICO-Nonmetropolitan Counties,Mora,1,0,,0,0,1,5,2,2,1,0
NEW MEXICO-Nonmetropolitan Counties,Otero4,,1,,15,1,,269,125,127,17,0
NEW MEXICO-Nonmetropolitan Counties,Quay,4,1,,0,1,2,31,9,21,1,1
NEW MEXICO-Nonmetropolitan Counties,Rio Arriba,65,2,,4,0,59,113,65,36,12,5
NEW MEXICO-Nonmetropolitan Counties,Roosevelt,5,0,,0,0,5,55,14,38,3,0
NEW MEXICO-Nonmetropolitan Counties,Sierra,11,0,,3,0,8,48,23,22,3,1
NEW MEXICO-Nonmetropolitan Counties,Socorro,21,0,,1,1,19,95,42,47,6,0
NEW YORK-Metropolitan Counties,Albany,23,0,,2,0,21,95,22,72,1,0
NEW YORK-Metropolitan Counties,Broome,57,0,,12,5,40,772,143,601,28,2
NEW YORK-Metropolitan Counties,Chemung,17,0,,2,1,14,409,52,342,15,0
NEW YORK-Metropolitan Counties,Dutchess,66,1,,5,11,49,897,186,678,33,3
NEW YORK-Metropolitan Counties,Erie,118,0,,12,19,87,908,198,671,39,10
NEW YORK-Metropolitan Counties,Herkimer,0,0,,0,0,0,16,0,16,0,0
NEW YORK-Metropolitan Counties,Livingston,24,0,,4,1,19,764,99,646,19,1
NEW YORK-Metropolitan Counties,Madison,8,0,,1,1,6,291,101,186,4,1
NEW YORK-Metropolitan Counties,Monroe,213,1,,20,44,148,3853,605,3087,161,13
NEW YORK-Metropolitan Counties,Nassau,1639,14,,71,748,806,13886,1807,10928,1151,
NEW YORK-Metropolitan Counties,Niagara,79,0,,15,14,50,1336,370,914,52,7
NEW YORK-Metropolitan Counties,Oneida,66,4,,2,2,58,531,173,333,25,7
NEW YORK-Metropolitan Counties,Onondaga,174,3,,25,34,112,1785,362,1333,90,14
NEW YORK-Metropolitan Counties,Ontario,38,1,,8,5,24,891,201,665,25,6
NEW YORK-Metropolitan Counties,Orange,7,0,,1,2,4,17,7,9,1,1
NEW YORK-Metropolitan Counties,Oswego,45,0,,8,9,28,411,134,246,31,0
NEW YORK-Metropolitan Counties,Putnam,20,0,,5,3,12,300,64,222,14,2
NEW YORK-Metropolitan Counties,Rensselaer,40,0,,3,4,33,208,56,148,4,2
NEW YORK-Metropolitan Counties,Rockland,24,0,,1,0,23,40,0,39,1,0
NEW YORK-Metropolitan Counties,Saratoga,26,0,,9,4,13,977,175,770,32,13
NEW YORK-Metropolitan Counties,Schenectady,9,0,,0,1,8,35,1,31,3,
NEW YORK-Metropolitan Counties,Schoharie,2,0,,0,0,2,78,28,48,2,0
NEW YORK-Metropolitan Counties,Suffolk,155,0,,0,1,154,9,1,2,6,0
NEW YORK-Metropolitan Counties,Suffolk County Police Department,2205,28,,89,874,1214,24039,3360,18583,2096,301
NEW YORK-Metropolitan Counties,Tioga,7,0,,1,1,5,161,57,89,15,1
NEW YORK-Metropolitan Counties,Tompkins,16,0,,7,2,7,404,66,321,17,1
NEW YORK-Metropolitan Counties,Ulster,42,0,,2,2,38,317,71,235,11,1
NEW YORK-Metropolitan Counties,Warren,57,0,,12,4,41,850,133,695,22,1
NEW YORK-Metropolitan Counties,Washington,41,3,,7,2,29,348,70,257,21,1
NEW YORK-Metropolitan Counties,Wayne,48,0,,14,7,27,504,100,389,15,3
NEW YORK-Metropolitan Counties,Westchester Public Safety,69,0,,1,2,66,289,24,248,17,
NEW YORK-Nonmetropolitan Counties,Allegany,0,0,,0,0,0,1,0,1,0,0
NEW YORK-Nonmetropolitan Counties,Cattaraugus,40,1,,5,4,30,421,142,246,33,5
NEW YORK-Nonmetropolitan Counties,Cayuga,33,0,,6,3,24,300,70,225,5,1
NEW YORK-Nonmetropolitan Counties,Chautauqua,49,0,,19,5,25,896,238,630,28,8
NEW YORK-Nonmetropolitan Counties,Chenango,13,2,,1,1,9,353,91,251,11,4
NEW YORK-Nonmetropolitan Counties,Clinton,2,0,,0,0,2,14,2,11,1,0
NEW YORK-Nonmetropolitan Counties,Columbia,26,0,,1,2,23,359,92,250,17,1
NEW YORK-Nonmetropolitan Counties,Cortland,13,0,,4,0,9,328,61,257,10,1
NEW YORK-Nonmetropolitan Counties,Delaware,4,0,,3,0,1,183,66,109,8,0
NEW YORK-Nonmetropolitan Counties,Franklin,0,0,,0,0,0,0,0,0,0,0
NEW YORK-Nonmetropolitan Counties,Fulton,17,0,,9,0,8,388,115,258,15,0
NEW YORK-Nonmetropolitan Counties,Genesee,36,0,,4,6,26,605,147,437,21,7
NEW YORK-Nonmetropolitan Counties,Greene,7,0,,0,1,6,36,8,25,3,0
NEW YORK-Nonmetropolitan Counties,Hamilton,0,0,,0,0,0,11,1,10,0,0
NEW YORK-Nonmetropolitan Counties,Lewis,16,0,,1,0,15,150,61,86,3,1
NEW YORK-Nonmetropolitan Counties,Montgomery,23,1,,2,2,18,337,50,268,19,0
NEW YORK-Nonmetropolitan Counties,Otsego,14,0,,5,0,9,206,90,108,8,1
NEW YORK-Nonmetropolitan Counties,Schuyler,8,0,,0,0,8,67,23,41,3,0
NEW YORK-Nonmetropolitan Counties,Seneca,7,0,,2,0,5,136,13,123,0,1
NEW YORK-Nonmetropolitan Counties,Steuben,8,0,,4,0,4,83,20,63,0,0
NEW YORK-Nonmetropolitan Counties,St. Lawrence,15,0,,1,0,14,95,18,75,2,0
NEW YORK-Nonmetropolitan Counties,Sullivan,41,0,,6,0,35,533,168,340,25,3
NEW YORK-Nonmetropolitan Counties,Wyoming,14,0,,3,1,10,245,70,170,5,0
NEW YORK-Nonmetropolitan Counties,Yates,2,0,,0,0,2,179,54,120,5,1
NORTH CAROLINA-Metropolitan Counties,Alexander,80,3,,12,7,58,763,289,423,51,8
NORTH CAROLINA-Metropolitan Counties,Brunswick,151,5,,17,34,95,2175,787,1184,204,12
NORTH CAROLINA-Metropolitan Counties,Buncombe,185,6,,19,32,128,2540,952,1373,215,12
NORTH CAROLINA-Metropolitan Counties,Caldwell,72,2,,11,7,52,1384,532,741,111,23
NORTH CAROLINA-Metropolitan Counties,Cumberland,581,7,,24,107,443,4906,1606,2993,307,33
NORTH CAROLINA-Metropolitan Counties,Currituck,44,1,,1,1,41,533,179,334,20,2
NORTH CAROLINA-Metropolitan Counties,Davie4,64,2,,1,5,56,,,350,46,7
NORTH CAROLINA-Metropolitan Counties,Durham,65,2,,0,18,45,1079,285,712,82,1
NORTH CAROLINA-Metropolitan Counties,Edgecombe,74,3,,5,17,49,681,302,321,58,3
NORTH CAROLINA-Metropolitan Counties,Forsyth,286,2,,25,50,209,2720,819,1764,137,25
NORTH CAROLINA-Metropolitan Counties,Franklin,30,2,,3,16,9,653,316,291,46,1
NORTH CAROLINA-Metropolitan Counties,Gaston,16,0,,0,0,16,6,0,6,0,0
NORTH CAROLINA-Metropolitan Counties,Gaston County Police Department,289,4,,22,38,225,1956,674,1049,233,32
NORTH CAROLINA-Metropolitan Counties,Greene,39,0,,9,10,20,670,276,342,52,6
NORTH CAROLINA-Metropolitan Counties,Guilford,202,8,,9,52,133,1973,762,1074,137,32
NORTH CAROLINA-Metropolitan Counties,Haywood,103,2,,5,5,91,884,300,534,50,3
NORTH CAROLINA-Metropolitan Counties,Henderson,68,0,,18,14,36,1306,476,709,121,3
NORTH CAROLINA-Metropolitan Counties,Madison,9,0,,4,1,4,223,106,101,16,3
NORTH CAROLINA-Metropolitan Counties,Nash,48,4,,3,18,23,673,256,329,88,14
NORTH CAROLINA-Metropolitan Counties,New Hanover,222,1,,29,42,150,2723,591,1929,203,21
NORTH CAROLINA-Metropolitan Counties,Onslow,294,4,,35,50,205,2785,994,1592,199,31
NORTH CAROLINA-Metropolitan Counties,Orange,31,4,,3,19,5,895,428,410,57,4
NORTH CAROLINA-Metropolitan Counties,Pender5,75,1,,30,2,42,,429,588,,4
NORTH CAROLINA-Metropolitan Counties,Person,69,1,,10,6,52,624,268,326,30,2
NORTH CAROLINA-Metropolitan Counties,Pitt,235,3,,14,27,191,1823,698,986,139,18
NORTH CAROLINA-Metropolitan Counties,Randolph,129,6,,4,24,95,2489,712,1595,182,6
NORTH CAROLINA-Metropolitan Counties,Rockingham,105,3,,4,24,74,1422,451,863,108,1
NORTH CAROLINA-Metropolitan Counties,Stokes,125,0,,8,5,112,1042,376,566,100,6
NORTH CAROLINA-Metropolitan Counties,Wake,217,6,,29,43,139,2944,1070,1559,315,17
NORTH CAROLINA-Metropolitan Counties,Wayne,163,6,,4,24,129,2097,793,1135,169,4
NORTH CAROLINA-Metropolitan Counties,Yadkin,97,2,,4,4,87,644,268,314,62,7
NORTH CAROLINA-Nonmetropolitan Counties,Ashe,33,0,,6,1,26,364,168,182,14,5
NORTH CAROLINA-Nonmetropolitan Counties,Beaufort,120,1,,6,11,102,782,321,399,62,4
NORTH CAROLINA-Nonmetropolitan Counties,Bertie,19,0,,1,11,7,331,163,135,33,2
NORTH CAROLINA-Nonmetropolitan Counties,Bladen,147,1,,1,20,125,1012,348,607,57,9
NORTH CAROLINA-Nonmetropolitan Counties,Camden,8,0,,3,0,5,92,23,69,0,1
NORTH CAROLINA-Nonmetropolitan Counties,Caswell,54,3,,8,7,36,454,202,224,28,3
NORTH CAROLINA-Nonmetropolitan Counties,Chowan,10,2,,2,2,4,124,58,64,2,0
NORTH CAROLINA-Nonmetropolitan Counties,Clay,14,0,,1,0,13,197,65,111,21,3
NORTH CAROLINA-Nonmetropolitan Counties,Craven,138,1,,10,12,115,1367,413,857,97,3
NORTH CAROLINA-Nonmetropolitan Counties,Dare,36,0,,3,3,30,567,171,382,14,1
NORTH CAROLINA-Nonmetropolitan Counties,Davidson,205,3,,2,21,179,2212,252,1719,241,20
NORTH CAROLINA-Nonmetropolitan Counties,Duplin,148,2,,5,21,120,1232,483,638,111,8
NORTH CAROLINA-Nonmetropolitan Counties,Gates,9,0,,2,2,5,128,41,85,2,3
NORTH CAROLINA-Nonmetropolitan Counties,Granville,101,1,,5,18,77,909,290,565,54,6
NORTH CAROLINA-Nonmetropolitan Counties,Halifax,124,4,,6,20,94,1062,552,441,69,11
NORTH CAROLINA-Nonmetropolitan Counties,Hertford,48,2,,1,18,27,339,117,197,25,1
NORTH CAROLINA-Nonmetropolitan Counties,Iredell,193,1,,15,22,155,1998,720,1110,168,19
NORTH CAROLINA-Nonmetropolitan Counties,Jones,16,1,,0,5,10,222,49,166,7,1
NORTH CAROLINA-Nonmetropolitan Counties,Lee,41,3,,7,7,24,607,271,281,55,12
NORTH CAROLINA-Nonmetropolitan Counties,Lenoir,149,1,,11,18,119,997,344,595,58,11
NORTH CAROLINA-Nonmetropolitan Counties,Lincoln,126,3,,12,21,90,1820,730,1016,74,8
NORTH CAROLINA-Nonmetropolitan Counties,Macon,16,0,,4,1,11,494,182,281,31,3
NORTH CAROLINA-Nonmetropolitan Counties,McDowell,31,2,,6,4,19,636,279,310,47,8
NORTH CAROLINA-Nonmetropolitan Counties,Montgomery,34,1,,5,4,24,459,163,262,34,1
NORTH CAROLINA-Nonmetropolitan Counties,Moore,63,2,,7,8,46,882,371,447,64,4
NORTH CAROLINA-Nonmetropolitan Counties,Northampton,47,2,,4,5,36,504,271,183,50,1
NORTH CAROLINA-Nonmetropolitan Counties,Pasquotank,57,0,,6,3,48,425,155,239,31,8
NORTH CAROLINA-Nonmetropolitan Counties,Perquimans,2,1,,0,1,0,132,62,64,6,6
NORTH CAROLINA-Nonmetropolitan Counties,Richmond,143,2,,4,37,100,1264,491,677,96,24
NORTH CAROLINA-Nonmetropolitan Counties,Robeson,507,2,,24,90,391,4278,2203,1631,444,33
NORTH CAROLINA-Nonmetropolitan Counties,Rutherford,131,0,,11,18,102,1212,440,690,82,16
NORTH CAROLINA-Nonmetropolitan Counties,Scotland,42,1,,11,5,25,630,346,230,54,15
NORTH CAROLINA-Nonmetropolitan Counties,Stanly,56,0,,15,3,38,544,212,299,33,7
NORTH CAROLINA-Nonmetropolitan Counties,Surry,114,1,,21,12,80,1381,483,666,232,32
NORTH CAROLINA-Nonmetropolitan Counties,Swain,23,0,,1,3,19,234,84,135,15,1
NORTH CAROLINA-Nonmetropolitan Counties,Transylvania,40,3,,3,4,30,335,133,158,44,2
NORTH CAROLINA-Nonmetropolitan Counties,Tyrrell,12,0,,0,3,9,93,11,80,2,1
NORTH CAROLINA-Nonmetropolitan Counties,Vance,117,1,,10,20,86,1374,617,649,108,5
NORTH CAROLINA-Nonmetropolitan Counties,Warren,30,0,,5,9,16,550,161,359,30,3
NORTH CAROLINA-Nonmetropolitan Counties,Watauga,16,0,,1,1,14,529,222,278,29,3
NORTH CAROLINA-Nonmetropolitan Counties,Wilkes,171,1,,5,18,147,1221,461,675,85,7
NORTH CAROLINA-Nonmetropolitan Counties,Wilson,88,2,,7,10,69,842,216,559,67,9
NORTH CAROLINA-Nonmetropolitan Counties,Yancey,20,0,,3,0,17,104,54,45,5,1
NORTH DAKOTA-Metropolitan Counties,Burleigh,20,0,,6,1,13,123,40,75,8,1
NORTH DAKOTA-Metropolitan Counties,Cass,11,0,,3,0,8,176,50,107,19,3
NORTH DAKOTA-Metropolitan Counties,Grand Forks,6,0,,1,0,5,117,32,66,19,0
NORTH DAKOTA-Metropolitan Counties,Morton,10,0,,6,0,4,69,20,43,6,1
NORTH DAKOTA-Nonmetropolitan Counties,Barnes,0,0,,0,0,0,31,15,13,3,0
NORTH DAKOTA-Nonmetropolitan Counties,Bottineau,1,0,,0,0,1,40,12,22,6,1
NORTH DAKOTA-Nonmetropolitan Counties,Cavalier,3,0,,0,0,3,90,12,72,6,0
NORTH DAKOTA-Nonmetropolitan Counties,Dickey,1,0,,0,0,1,38,5,30,3,0
NORTH DAKOTA-Nonmetropolitan Counties,Dunn,0,0,,0,0,0,0,0,0,0,0
NORTH DAKOTA-Nonmetropolitan Counties,Eddy,1,0,,0,1,0,19,14,5,0,0
NORTH DAKOTA-Nonmetropolitan Counties,Emmons,0,0,,0,0,0,19,2,16,1,0
NORTH DAKOTA-Nonmetropolitan Counties,Griggs,0,0,,0,0,0,5,2,3,0,0
NORTH DAKOTA-Nonmetropolitan Counties,Hettinger,2,0,,2,0,0,13,1,12,0,0
NORTH DAKOTA-Nonmetropolitan Counties,Kidder,0,0,,0,0,0,2,1,1,0,0
NORTH DAKOTA-Nonmetropolitan Counties,Logan,1,0,,0,0,1,2,0,2,0,0
NORTH DAKOTA-Nonmetropolitan Counties,McHenry,2,0,,0,0,2,29,11,17,1,0
NORTH DAKOTA-Nonmetropolitan Counties,McIntosh,0,0,,0,0,0,5,3,2,0,0
NORTH DAKOTA-Nonmetropolitan Counties,McKenzie,0,0,,0,0,0,34,6,25,3,0
NORTH DAKOTA-Nonmetropolitan Counties,McLean,2,0,,0,0,2,122,21,91,10,1
NORTH DAKOTA-Nonmetropolitan Counties,Mercer,1,0,,0,0,1,9,0,8,1,1
NORTH DAKOTA-Nonmetropolitan Counties,Nelson,3,0,,0,0,3,24,9,8,7,0
NORTH DAKOTA-Nonmetropolitan Counties,Pembina,2,0,,0,0,2,18,4,10,4,0
NORTH DAKOTA-Nonmetropolitan Counties,Ramsey,3,0,,1,0,2,22,3,16,3,0
NORTH DAKOTA-Nonmetropolitan Counties,Renville,2,0,,2,0,0,13,2,11,0,0
NORTH DAKOTA-Nonmetropolitan Counties,Richland,13,0,,0,0,13,77,20,51,6,1
NORTH DAKOTA-Nonmetropolitan Counties,Rolette,5,0,,3,0,2,14,5,6,3,3
NORTH DAKOTA-Nonmetropolitan Counties,Sargent,1,0,,1,0,0,23,2,21,0,0
NORTH DAKOTA-Nonmetropolitan Counties,Stark,4,0,,1,0,3,24,2,20,2,0
NORTH DAKOTA-Nonmetropolitan Counties,Stutsman,3,0,,1,0,2,52,13,32,7,2
NORTH DAKOTA-Nonmetropolitan Counties,Towner,0,0,,0,0,0,19,8,8,3,0
NORTH DAKOTA-Nonmetropolitan Counties,Traill,7,0,,1,0,6,22,7,9,6,1
NORTH DAKOTA-Nonmetropolitan Counties,Walsh,4,0,,0,1,3,71,19,42,10,2
NORTH DAKOTA-Nonmetropolitan Counties,Ward,20,0,,3,0,17,97,29,57,11,1
NORTH DAKOTA-Nonmetropolitan Counties,Wells,3,2,,0,0,1,25,11,11,3,2
NORTH DAKOTA-Nonmetropolitan Counties,Williams,5,0,,0,1,4,70,18,41,11,3
OHIO-Metropolitan Counties,Belmont,15,0,,5,1,9,394,99,266,29,6
OHIO-Metropolitan Counties,Brown,12,1,,5,5,1,394,147,229,18,0
OHIO-Metropolitan Counties,Carroll,2,0,,2,0,0,175,40,115,20,1
OHIO-Metropolitan Counties,Clermont,82,1,,43,3,35,1734,441,1176,117,14
OHIO-Metropolitan Counties,Erie,18,0,,1,1,16,446,150,278,18,4
OHIO-Metropolitan Counties,Fairfield,41,2,,11,13,15,1366,359,935,72,3
OHIO-Metropolitan Counties,Greene,16,1,,6,2,7,450,128,310,12,2
OHIO-Metropolitan Counties,Hamilton,302,4,,39,148,111,6224,1003,4911,310,47
OHIO-Metropolitan Counties,Jefferson,42,1,,2,0,39,429,86,310,33,2
OHIO-Metropolitan Counties,Lawrence,25,0,,3,1,21,343,97,214,32,3
OHIO-Metropolitan Counties,Licking,13,1,,1,4,7,965,258,590,117,3
OHIO-Metropolitan Counties,Lorain,59,3,,19,26,11,1044,571,443,30,23
OHIO-Metropolitan Counties,Lucas,60,0,,6,22,32,1333,271,975,87,10
OHIO-Metropolitan Counties,Mahoning,13,0,,1,4,8,239,48,179,12,1
OHIO-Metropolitan Counties,Medina,1,0,,0,0,1,37,30,7,0,0
OHIO-Metropolitan Counties,Miami,11,0,,7,1,3,489,152,307,30,9
OHIO-Metropolitan Counties,Morrow,15,0,,7,5,3,445,171,232,42,3
OHIO-Metropolitan Counties,Ottawa,4,0,,0,1,3,370,59,292,19,0
OHIO-Metropolitan Counties,Pickaway,47,1,,5,6,35,1099,361,699,39,14
OHIO-Metropolitan Counties,Portage,39,0,,16,7,16,1624,470,1054,100,8
OHIO-Metropolitan Counties,Preble,23,2,,4,3,14,403,170,215,18,4
OHIO-Metropolitan Counties,Richland,68,2,,18,8,40,1298,465,794,39,12
OHIO-Metropolitan Counties,Stark,119,1,,23,47,48,2735,761,1830,144,32
OHIO-Metropolitan Counties,Trumbull,27,0,,6,3,18,505,148,290,67,2
OHIO-Metropolitan Counties,Union,21,0,,6,0,15,290,80,197,13,5
OHIO-Metropolitan Counties,Washington,64,0,,17,1,46,470,176,273,21,3
OHIO-Metropolitan Counties,Wood,10,0,,2,1,7,550,148,385,17,2
OHIO-Nonmetropolitan Counties,Adams,10,1,,6,2,1,494,200,258,36,1
OHIO-Nonmetropolitan Counties,Ashland,10,0,,6,1,3,275,108,148,19,2
OHIO-Nonmetropolitan Counties,Champaign,20,0,,10,2,8,405,128,252,25,12
OHIO-Nonmetropolitan Counties,Columbiana,22,0,,4,2,16,435,106,289,40,3
OHIO-Nonmetropolitan Counties,Coshocton,25,1,,4,3,17,712,175,521,16,6
OHIO-Nonmetropolitan Counties,Crawford,11,0,,1,3,7,289,118,159,12,0
OHIO-Nonmetropolitan Counties,Darke,30,1,,10,0,19,374,148,212,14,6
OHIO-Nonmetropolitan Counties,Defiance,9,0,,5,0,4,165,40,122,3,1
OHIO-Nonmetropolitan Counties,Fayette,27,0,,7,5,15,599,135,450,14,4
OHIO-Nonmetropolitan Counties,Guernsey,12,0,,8,0,4,276,122,138,16,2
OHIO-Nonmetropolitan Counties,Hancock,7,1,,1,0,5,252,74,170,8,4
