State,County,Violent crime,Murder and nonnegligent manslaughter,Rape(revised definition)1,Rape(legacy definition)2,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,
KENTUCKY Nonmetropolitan Counties ,Crittenden,0,0,,0,0,0,54,24,25,5,
KENTUCKY Nonmetropolitan Counties ,Estill,0,0,,0,0,0,25,7,17,1,
KENTUCKY Nonmetropolitan Counties ,Fleming,2,0,,0,0,2,28,10,15,3,
KENTUCKY Nonmetropolitan Counties ,Floyd,4,0,,0,1,3,126,45,64,17,
KENTUCKY Nonmetropolitan Counties ,Franklin,9,0,,0,2,7,187,59,108,20,
KENTUCKY Nonmetropolitan Counties ,Fulton,3,1,,0,0,2,38,11,24,3,
KENTUCKY Nonmetropolitan Counties ,Garrard,2,0,,0,0,2,106,18,81,7,
KENTUCKY Nonmetropolitan Counties ,Graves,13,0,,2,0,11,84,35,35,14,
KENTUCKY Nonmetropolitan Counties ,Grayson,3,0,,0,0,3,125,72,36,17,
KENTUCKY Nonmetropolitan Counties ,Harlan,13,0,,0,4,9,65,23,41,1,
KENTUCKY Nonmetropolitan Counties ,Harrison,3,0,,1,0,2,96,46,43,7,
KENTUCKY Nonmetropolitan Counties ,Hart,0,0,,0,0,0,60,36,22,2,
KENTUCKY Nonmetropolitan Counties ,Hopkins,13,0,,3,0,10,198,81,108,9,
KENTUCKY Nonmetropolitan Counties ,Jackson,0,0,,0,0,0,17,4,11,2,
KENTUCKY Nonmetropolitan Counties ,Johnson,2,0,,0,0,2,29,5,16,8,
KENTUCKY Nonmetropolitan Counties ,Knott,0,0,,0,0,0,64,9,49,6,
KENTUCKY Nonmetropolitan Counties ,Knox,1,0,,0,1,0,134,67,54,13,
KENTUCKY Nonmetropolitan Counties ,Laurel,9,0,,1,1,7,590,184,357,49,
KENTUCKY Nonmetropolitan Counties ,Letcher,3,1,,0,1,1,58,24,30,4,
KENTUCKY Nonmetropolitan Counties ,Lewis,0,0,,0,0,0,82,37,32,13,
KENTUCKY Nonmetropolitan Counties ,Lincoln,4,0,,1,0,3,173,59,102,12,
KENTUCKY Nonmetropolitan Counties ,Livingston,3,0,,0,0,3,132,67,57,8,
KENTUCKY Nonmetropolitan Counties ,Logan,12,0,,1,0,11,175,68,99,8,
KENTUCKY Nonmetropolitan Counties ,Lyon,1,0,,0,0,1,26,12,14,0,
KENTUCKY Nonmetropolitan Counties ,Madison,12,0,,1,0,11,322,103,204,15,
KENTUCKY Nonmetropolitan Counties ,Marion,2,0,,0,0,2,47,15,27,5,
KENTUCKY Nonmetropolitan Counties ,Marshall,22,1,,3,2,16,364,144,202,18,
KENTUCKY Nonmetropolitan Counties ,Martin,7,0,,0,3,4,71,29,26,16,
KENTUCKY Nonmetropolitan Counties ,Mason,10,0,,0,0,10,103,39,60,4,
KENTUCKY Nonmetropolitan Counties ,McCreary,3,0,,0,0,3,40,7,25,8,
KENTUCKY Nonmetropolitan Counties ,Metcalfe,4,0,,0,0,4,36,9,24,3,
KENTUCKY Nonmetropolitan Counties ,Montgomery,15,0,,0,5,10,345,126,189,30,
KENTUCKY Nonmetropolitan Counties ,Morgan,0,0,,0,0,0,1,1,0,0,
KENTUCKY Nonmetropolitan Counties ,Muhlenberg,6,0,,0,0,6,17,4,10,3,
KENTUCKY Nonmetropolitan Counties ,Ohio,2,0,,0,0,2,87,33,47,7,
KENTUCKY Nonmetropolitan Counties ,Owen,1,0,,0,0,1,64,30,33,1,
KENTUCKY Nonmetropolitan Counties ,Owsley,0,0,,0,0,0,8,1,7,0,
KENTUCKY Nonmetropolitan Counties ,Pike,0,0,,0,0,0,35,8,23,4,
KENTUCKY Nonmetropolitan Counties ,Pulaski,15,0,,4,4,7,358,108,227,23,
KENTUCKY Nonmetropolitan Counties ,Rockcastle,3,0,,0,1,2,31,17,10,4,
KENTUCKY Nonmetropolitan Counties ,Simpson,6,1,,0,1,4,84,24,56,4,
KENTUCKY Nonmetropolitan Counties ,Taylor,4,0,,0,1,3,116,50,60,6,
KENTUCKY Nonmetropolitan Counties ,Todd,0,0,,0,0,0,2,1,0,1,
KENTUCKY Nonmetropolitan Counties ,Union,5,0,,0,0,5,103,49,49,5,
KENTUCKY Nonmetropolitan Counties ,Washington,3,0,,1,1,1,45,26,18,1,
KENTUCKY Nonmetropolitan Counties ,Wayne,3,0,,0,1,2,58,20,31,7,
KENTUCKY Nonmetropolitan Counties ,Whitley,1,0,,0,0,1,94,35,46,13,
KENTUCKY Nonmetropolitan Counties ,Wolfe,1,0,,0,0,1,32,12,19,1,
LOUISIANA Metropolitan Counties,Ascension,424,6,,29,26,363,2896,666,1908,322,
LOUISIANA Metropolitan Counties,Bossier,273,1,,11,3,258,596,72,468,56,
LOUISIANA Metropolitan Counties,Caddo,175,10,,9,18,138,981,206,670,105,
LOUISIANA Metropolitan Counties,Cameron,30,0,,1,0,29,212,43,152,17,
LOUISIANA Metropolitan Counties,East Baton Rouge,961,16,,31,248,666,8872,1837,6450,585,
LOUISIANA Metropolitan Counties,Jefferson,2580,66,,84,547,1883,13834,3731,8444,1659,
LOUISIANA Metropolitan Counties,Lafayette,271,1,,24,29,217,1586,477,986,123,
LOUISIANA Metropolitan Counties,Lafourche,179,2,,8,20,149,1886,317,1446,123,
LOUISIANA Metropolitan Counties,Livingston,260,5,,28,12,215,1162,603,426,133,
LOUISIANA Metropolitan Counties,Ouachita,216,1,,24,25,166,2719,943,1643,133,
LOUISIANA Metropolitan Counties,Plaquemines,57,3,,3,2,49,477,106,353,18,
LOUISIANA Metropolitan Counties,St. Charles,121,4,,10,40,67,1460,450,889,121,
LOUISIANA Metropolitan Counties,St. John the Baptist,202,4,,17,58,123,1533,366,1006,161,
LOUISIANA Metropolitan Counties,St. Tammany,453,11,,35,31,376,2883,754,1860,269,
LOUISIANA Metropolitan Counties,Terrebonne,373,2,,38,39,294,2967,696,1961,310,
LOUISIANA Metropolitan Counties,West Baton Rouge,133,3,,7,19,104,577,53,467,57,
LOUISIANA Metropolitan Counties,West Feliciana,63,2,,6,3,52,127,22,98,7,
LOUISIANA Nonmetropolitan Counties,Acadia,36,1,,6,2,27,697,117,529,51,
LOUISIANA Nonmetropolitan Counties,Assumption,153,1,,0,2,150,349,40,294,15,
LOUISIANA Nonmetropolitan Counties,Bienville,37,1,,2,3,31,121,34,83,4,
LOUISIANA Nonmetropolitan Counties,Caldwell,18,0,,3,0,15,142,70,65,7,
LOUISIANA Nonmetropolitan Counties,East Carroll,20,0,,1,4,15,57,19,34,4,
LOUISIANA Nonmetropolitan Counties,Evangeline,44,0,,6,0,38,479,131,289,59,
LOUISIANA Nonmetropolitan Counties,Franklin,41,0,,3,2,36,199,77,112,10,
LOUISIANA Nonmetropolitan Counties,Lincoln,33,1,,1,7,24,313,100,195,18,
LOUISIANA Nonmetropolitan Counties,Madison,38,2,,1,5,30,155,50,93,12,
LOUISIANA Nonmetropolitan Counties,Morehouse,33,2,,3,3,25,325,58,256,11,
LOUISIANA Nonmetropolitan Counties,Natchitoches,91,0,,7,5,79,463,179,248,36,
LOUISIANA Nonmetropolitan Counties,Red River,43,1,,2,4,36,107,47,53,7,
LOUISIANA Nonmetropolitan Counties,Richland,10,1,,2,1,6,132,42,80,10,
LOUISIANA Nonmetropolitan Counties,Sabine,50,0,,0,0,50,308,109,190,9,
LOUISIANA Nonmetropolitan Counties,St. James,127,1,,5,13,108,628,174,419,35,
LOUISIANA Nonmetropolitan Counties,Tangipahoa,610,4,,36,46,524,2662,1085,1474,103,
LOUISIANA Nonmetropolitan Counties,Washington,106,1,,8,4,93,672,165,437,70,
LOUISIANA Nonmetropolitan Counties,Webster,63,1,,4,3,55,258,114,125,19,
LOUISIANA Nonmetropolitan Counties,West Carroll,33,0,,0,0,33,309,103,178,28,
MAINE Metropolitan Counties ,Androscoggin,10,0,,8,1,1,339,80,241,18,
MAINE Metropolitan Counties ,Cumberland,26,0,,1,6,19,615,280,295,40,
MAINE Metropolitan Counties ,Penobscot,8,0,,0,4,4,826,250,540,36,
MAINE Metropolitan Counties ,Sagadahoc,7,0,,0,1,6,196,50,141,5,
MAINE Metropolitan Counties ,York,46,0,,6,2,38,353,158,173,22,
MAINE Nonmetropolitan Counties,Aroostook,7,0,,0,0,7,91,22,67,2,
MAINE Nonmetropolitan Counties,Franklin,8,0,,0,0,8,110,40,68,2,
MAINE Nonmetropolitan Counties,Hancock,3,0,,0,0,3,210,49,146,15,
MAINE Nonmetropolitan Counties,Kennebec,13,1,,8,0,4,288,111,162,15,
MAINE Nonmetropolitan Counties,Knox,9,0,,1,0,8,194,53,127,14,
MAINE Nonmetropolitan Counties,Lincoln,11,0,,5,3,3,204,67,124,13,
MAINE Nonmetropolitan Counties,Oxford,13,0,,6,2,5,231,76,146,9,
MAINE Nonmetropolitan Counties,Piscataquis,1,0,,1,0,0,99,21,74,4,
MAINE Nonmetropolitan Counties,Somerset,15,0,,5,5,5,362,155,185,22,
MAINE Nonmetropolitan Counties,Waldo,9,0,,4,0,5,200,58,125,17,
MAINE Nonmetropolitan Counties,Washington,5,0,,0,1,4,108,53,52,3,
MARYLAND Metropolitan Counties,Allegany,12,0,,1,1,10,112,31,74,7,
MARYLAND Metropolitan Counties,Anne Arundel,1,0,,0,0,1,0,0,0,0,
MARYLAND Metropolitan Counties,Anne Arundel County Police Department,2634,16,,97,709,1812,15245,2906,10892,1447,
MARYLAND Metropolitan Counties,Baltimore County,0,0,,0,0,0,0,0,0,0,
MARYLAND Metropolitan Counties,Baltimore County Police Department,5664,34,,141,2084,3405,26203,4752,18022,3429,
MARYLAND Metropolitan Counties,Calvert,184,0,,4,9,171,1245,233,935,77,
MARYLAND Metropolitan Counties,Carroll,56,0,,18,0,38,295,78,206,11,
MARYLAND Metropolitan Counties,Cecil,81,0,,2,19,60,891,321,449,121,
MARYLAND Metropolitan Counties,Charles,695,4,,24,192,475,4019,673,2933,413,
MARYLAND Metropolitan Counties,Frederick,134,2,,13,18,101,1552,354,1106,92,
MARYLAND Metropolitan Counties,Harford,439,4,,31,91,313,2503,638,1617,248,
MARYLAND Metropolitan Counties,Howard,0,0,,0,0,0,0,0,0,0,
MARYLAND Metropolitan Counties,Howard County Police Department,615,4,,42,277,292,7124,1323,5170,631,
MARYLAND Metropolitan Counties,Montgomery,0,0,,0,0,0,0,0,0,0,
MARYLAND Metropolitan Counties,Montgomery County Police Department,2155,15,,141,1166,833,23157,3804,16860,2493,
MARYLAND Metropolitan Counties,Prince George's,353,0,,2,3,348,9,0,9,0,
MARYLAND Metropolitan Counties,Prince George's County Police Department,6892,117,,255,3341,3179,38398,5729,21354,11315,
MARYLAND Metropolitan Counties,Queen Anne's,87,0,,3,7,77,625,175,426,24,
MARYLAND Metropolitan Counties,Somerset,4,0,,0,0,4,30,10,18,2,
MARYLAND Metropolitan Counties,Washington,199,0,,19,29,151,1392,377,900,115,
MARYLAND Metropolitan Counties,Wicomico,168,1,,11,27,129,961,298,600,63,
MARYLAND Nonmetropolitan Counties,Caroline,55,0,,0,5,50,339,130,199,10,
MARYLAND Nonmetropolitan Counties,Dorchester,28,0,,3,4,21,339,99,202,38,
MARYLAND Nonmetropolitan Counties,Garrett,28,1,,3,1,23,280,77,193,10,
MARYLAND Nonmetropolitan Counties,Kent,25,0,,0,0,25,108,52,53,3,
MARYLAND Nonmetropolitan Counties,St. Mary's,233,4,,13,53,163,2058,484,1438,136,
MARYLAND Nonmetropolitan Counties,Talbot,15,0,,4,3,8,166,52,105,9,
MARYLAND Nonmetropolitan Counties,Worcester,88,0,,4,1,83,109,28,66,15,
MICHIGAN Metropolitan Counties,Barry,52,0,,11,0,41,352,63,261,28,
MICHIGAN Metropolitan Counties,Bay,56,1,,13,10,32,521,123,361,37,
MICHIGAN Metropolitan Counties,Berrien,137,1,,27,13,96,823,207,576,40,
MICHIGAN Metropolitan Counties,Calhoun,69,3,,6,3,57,541,177,322,42,
MICHIGAN Metropolitan Counties,Cass,29,1,,6,4,18,750,207,491,52,
MICHIGAN Metropolitan Counties,Clinton,23,2,,4,2,15,253,80,143,30,
MICHIGAN Metropolitan Counties,Eaton,121,0,,25,26,70,1341,250,968,123,
MICHIGAN Metropolitan Counties,Genesee,60,1,,11,5,43,641,143,453,45,
MICHIGAN Metropolitan Counties,Ingham,129,2,,37,16,74,1136,255,810,71,
MICHIGAN Metropolitan Counties,Ionia,47,0,,16,0,31,394,113,250,31,
MICHIGAN Metropolitan Counties,Jackson,106,1,,25,5,75,651,174,427,50,
MICHIGAN Metropolitan Counties,Kalamazoo,223,0,,34,48,141,2515,664,1719,132,
MICHIGAN Metropolitan Counties,Kent,296,0,,37,29,230,4242,1134,2922,186,
MICHIGAN Metropolitan Counties,Lapeer,68,2,,10,5,51,541,132,369,40,
MICHIGAN Metropolitan Counties,Livingston,83,0,,9,2,72,1091,266,742,83,
MICHIGAN Metropolitan Counties,Macomb,604,0,,47,61,496,2831,532,1993,306,
MICHIGAN Metropolitan Counties,Monroe,181,1,,33,27,120,2594,632,1730,232,
MICHIGAN Metropolitan Counties,Muskegon,64,0,,12,5,47,1019,214,758,47,
MICHIGAN Metropolitan Counties,Newaygo,64,1,,34,2,27,392,130,238,24,
MICHIGAN Metropolitan Counties,Oakland,457,5,,72,60,320,4552,898,3409,245,
MICHIGAN Metropolitan Counties,Ottawa,320,0,,102,29,189,3062,696,2210,156,
MICHIGAN Metropolitan Counties,Saginaw,115,2,,15,13,85,819,177,569,73,
MICHIGAN Metropolitan Counties,St. Clair,205,2,,35,11,157,1886,465,1254,167,
MICHIGAN Metropolitan Counties,Van Buren,62,1,,15,2,44,710,190,452,68,
MICHIGAN Metropolitan Counties,Washtenaw,267,3,,39,78,147,2131,638,1189,304,
MICHIGAN Metropolitan Counties,Wayne,235,4,,7,79,145,581,146,226,209,
MICHIGAN Nonmetropolitan Counties,Alcona,22,1,,1,0,20,190,69,115,6,
MICHIGAN Nonmetropolitan Counties,Alger,0,0,,0,0,0,6,1,4,1,
MICHIGAN Nonmetropolitan Counties,Allegan,71,0,,35,5,31,933,215,659,59,
MICHIGAN Nonmetropolitan Counties,Alpena,3,0,,1,0,2,41,11,26,4,
MICHIGAN Nonmetropolitan Counties,Antrim,20,1,,5,1,13,266,96,158,12,
MICHIGAN Nonmetropolitan Counties,Arenac,31,0,,8,2,21,225,79,126,20,
MICHIGAN Nonmetropolitan Counties,Baraga,3,0,,0,1,2,15,5,10,0,
MICHIGAN Nonmetropolitan Counties,Benzie,18,2,,3,0,13,199,79,116,4,
MICHIGAN Nonmetropolitan Counties,Branch,20,0,,11,0,9,280,64,196,20,
MICHIGAN Nonmetropolitan Counties,Charlevoix,20,1,,11,0,8,203,60,136,7,
MICHIGAN Nonmetropolitan Counties,Cheboygan,7,0,,1,0,6,117,40,73,4,
MICHIGAN Nonmetropolitan Counties,Chippewa,9,0,,1,0,8,71,24,44,3,
MICHIGAN Nonmetropolitan Counties,Clare,73,0,,14,3,56,990,451,495,44,
MICHIGAN Nonmetropolitan Counties,Crawford,33,0,,9,1,23,203,78,107,18,
MICHIGAN Nonmetropolitan Counties,Delta,6,0,,2,0,4,81,27,47,7,
MICHIGAN Nonmetropolitan Counties,Dickinson,4,0,,1,0,3,74,16,51,7,
MICHIGAN Nonmetropolitan Counties,Emmet,24,0,,11,0,13,201,38,157,6,
MICHIGAN Nonmetropolitan Counties,Gladwin,18,0,,5,0,13,161,68,88,5,
MICHIGAN Nonmetropolitan Counties,Grand Traverse,99,0,,28,2,69,1061,275,750,36,
MICHIGAN Nonmetropolitan Counties,Gratiot,15,1,,8,0,6,200,74,110,16,
MICHIGAN Nonmetropolitan Counties,Hillsdale,30,2,,7,3,18,239,89,135,15,
MICHIGAN Nonmetropolitan Counties,Houghton,14,0,,1,1,12,96,21,73,2,
MICHIGAN Nonmetropolitan Counties,Huron,13,1,,5,1,6,227,59,156,12,
MICHIGAN Nonmetropolitan Counties,Iosco,1,0,,0,0,1,10,3,6,1,
MICHIGAN Nonmetropolitan Counties,Iron,5,0,,2,0,3,43,11,29,3,
MICHIGAN Nonmetropolitan Counties,Isabella,46,0,,11,2,33,534,150,361,23,
MICHIGAN Nonmetropolitan Counties,Kalkaska,31,0,,4,1,26,217,75,135,7,
MICHIGAN Nonmetropolitan Counties,Keweenaw,1,0,,0,0,1,56,25,29,2,
MICHIGAN Nonmetropolitan Counties,Lake,20,2,,3,0,15,263,124,129,10,
MICHIGAN Nonmetropolitan Counties,Leelanau,18,0,,5,0,13,156,52,103,1,
MICHIGAN Nonmetropolitan Counties,Lenawee,38,0,,14,0,24,290,100,168,22,
MICHIGAN Nonmetropolitan Counties,Mackinac,5,0,,0,0,5,74,32,36,6,
MICHIGAN Nonmetropolitan Counties,Manistee,11,0,,3,0,8,89,26,59,4,
MICHIGAN Nonmetropolitan Counties,Marquette,12,0,,2,1,9,136,41,88,7,
MICHIGAN Nonmetropolitan Counties,Mason,34,1,,10,1,22,542,147,375,20,
MICHIGAN Nonmetropolitan Counties,Mecosta,26,0,,1,1,24,614,214,350,50,
MICHIGAN Nonmetropolitan Counties,Menominee,8,0,,1,0,7,72,38,32,2,
MICHIGAN Nonmetropolitan Counties,Midland,50,0,,26,1,23,460,99,347,14,
MICHIGAN Nonmetropolitan Counties,Missaukee,11,0,,4,0,7,186,61,121,4,
MICHIGAN Nonmetropolitan Counties,Montcalm,61,2,,33,0,26,636,233,351,52,
MICHIGAN Nonmetropolitan Counties,Montmorency,11,0,,1,0,10,58,29,27,2,
MICHIGAN Nonmetropolitan Counties,Oceana,42,0,,3,0,39,286,80,196,10,
MICHIGAN Nonmetropolitan Counties,Ogemaw,17,0,,6,2,9,215,96,110,9,
MICHIGAN Nonmetropolitan Counties,Ontonagon,5,0,,1,0,4,22,8,12,2,
MICHIGAN Nonmetropolitan Counties,Osceola,23,1,,6,1,15,165,53,103,9,
MICHIGAN Nonmetropolitan Counties,Oscoda,7,0,,2,0,5,185,48,131,6,
MICHIGAN Nonmetropolitan Counties,Otsego,8,0,,1,0,7,91,32,56,3,
MICHIGAN Nonmetropolitan Counties,Roscommon,28,1,,5,1,21,321,83,207,31,
MICHIGAN Nonmetropolitan Counties,Sanilac,16,0,,1,0,15,213,81,116,16,
MICHIGAN Nonmetropolitan Counties,Shiawassee,57,1,,12,8,36,473,120,316,37,
MICHIGAN Nonmetropolitan Counties,St. Joseph,20,0,,7,0,13,274,80,177,17,
MICHIGAN Nonmetropolitan Counties,Tuscola,25,0,,9,0,16,318,97,190,31,
MICHIGAN Nonmetropolitan Counties,Wexford,28,0,,6,0,22,371,147,212,12,
MINNESOTA Metropolitan Counties,Anoka,28,0,,,3,25,1012,227,712,73,
MINNESOTA Metropolitan Counties,Benton,8,0,,,2,6,352,65,254,33,
MINNESOTA Metropolitan Counties,Carlton,9,0,,,0,9,134,35,85,14,
MINNESOTA Metropolitan Counties,Carver,45,0,,,4,41,1152,159,928,65,
MINNESOTA Metropolitan Counties,Chisago,21,2,,,1,18,689,132,506,51,
MINNESOTA Metropolitan Counties,Clay,5,0,,,0,5,116,41,64,11,
MINNESOTA Metropolitan Counties,Dakota,11,0,,,1,10,236,75,139,22,
MINNESOTA Metropolitan Counties,Dodge,4,0,,,2,2,311,72,212,27,
MINNESOTA Metropolitan Counties,Hennepin,16,0,,,2,14,198,33,158,7,
MINNESOTA Metropolitan Counties,Houston,3,0,,,0,3,58,11,42,5,
MINNESOTA Metropolitan Counties,Isanti,13,1,,,0,12,332,100,185,47,
MINNESOTA Metropolitan Counties,Olmsted,15,0,,,2,13,498,185,271,42,
MINNESOTA Metropolitan Counties,Polk,22,0,,,0,22,228,81,137,10,
MINNESOTA Metropolitan Counties,Ramsey,53,0,,,11,42,1227,158,943,126,
MINNESOTA Metropolitan Counties,Scott,15,0,,,1,14,183,49,114,20,
MINNESOTA Metropolitan Counties,Sherburne,46,2,,,2,42,685,142,486,57,
MINNESOTA Metropolitan Counties,Stearns,52,0,,,3,49,512,100,388,24,
MINNESOTA Metropolitan Counties,St. Louis,51,1,,,2,48,913,350,488,75,
MINNESOTA Metropolitan Counties,Washington,44,2,,,4,38,1054,210,780,64,
MINNESOTA Metropolitan Counties,Wright,64,2,,,9,53,2139,257,1733,149,
MINNESOTA Nonmetropolitan Counties,Aitkin,8,1,,,0,7,394,137,223,34,
MINNESOTA Nonmetropolitan Counties,Becker,26,0,,,1,25,252,88,127,37,
MINNESOTA Nonmetropolitan Counties,Beltrami,35,0,,,3,32,507,122,343,42,
MINNESOTA Nonmetropolitan Counties,Big Stone,2,0,,,0,2,55,20,33,2,
MINNESOTA Nonmetropolitan Counties,Blue Earth,6,0,,,0,6,244,67,164,13,
MINNESOTA Nonmetropolitan Counties,Brown,2,0,,,1,1,19,4,12,3,
MINNESOTA Nonmetropolitan Counties,Cass,63,0,,,8,55,661,218,386,57,
MINNESOTA Nonmetropolitan Counties,Clearwater,13,0,,,0,13,134,30,97,7,
MINNESOTA Nonmetropolitan Counties,Cook,8,0,,,1,7,127,10,106,11,
MINNESOTA Nonmetropolitan Counties,Cottonwood,2,0,,,0,2,51,18,33,0,
MINNESOTA Nonmetropolitan Counties,Crow Wing,35,0,,,1,34,587,185,374,28,
MINNESOTA Nonmetropolitan Counties,Douglas,13,0,,,0,13,297,64,220,13,
MINNESOTA Nonmetropolitan Counties,Faribault,4,0,,,0,4,82,52,25,5,
MINNESOTA Nonmetropolitan Counties,Fillmore,10,0,,,0,10,111,44,55,12,
MINNESOTA Nonmetropolitan Counties,Freeborn,7,0,,,0,7,173,48,112,13,
MINNESOTA Nonmetropolitan Counties,Goodhue,17,0,,,2,15,425,135,243,47,
MINNESOTA Nonmetropolitan Counties,Grant,9,0,,,2,7,71,23,45,3,
MINNESOTA Nonmetropolitan Counties,Hubbard,14,0,,,1,13,319,121,179,19,
MINNESOTA Nonmetropolitan Counties,Itasca,35,1,,,2,32,422,151,239,32,
MINNESOTA Nonmetropolitan Counties,Jackson,2,0,,,0,2,33,12,21,0,
MINNESOTA Nonmetropolitan Counties,Kanabec,14,0,,,0,14,277,113,142,22,
MINNESOTA Nonmetropolitan Counties,Kandiyohi,17,0,,,1,16,302,81,200,21,
MINNESOTA Nonmetropolitan Counties,Kittson,2,0,,,0,2,60,5,51,4,
MINNESOTA Nonmetropolitan Counties,Koochiching,5,0,,,0,5,134,35,83,16,
MINNESOTA Nonmetropolitan Counties,Lac Qui Parle,2,0,,,0,2,52,19,30,3,
MINNESOTA Nonmetropolitan Counties,Lake,0,0,,,0,0,91,31,58,2,
MINNESOTA Nonmetropolitan Counties,Lake of the Woods,2,0,,,0,2,75,11,58,6,
MINNESOTA Nonmetropolitan Counties,Le Sueur,9,0,,,0,9,120,5,109,6,
MINNESOTA Nonmetropolitan Counties,Lincoln,7,0,,,0,7,26,3,23,0,
MINNESOTA Nonmetropolitan Counties,Lyon,1,0,,,0,1,67,16,45,6,
MINNESOTA Nonmetropolitan Counties,McLeod,14,0,,,0,14,117,36,68,13,
MINNESOTA Nonmetropolitan Counties,Meeker,7,1,,,0,6,298,81,195,22,
MINNESOTA Nonmetropolitan Counties,Mille Lacs,34,0,,,2,32,581,126,403,52,
MINNESOTA Nonmetropolitan Counties,Morrison,13,0,,,0,13,411,50,331,30,
MINNESOTA Nonmetropolitan Counties,Mower,21,0,,,0,21,272,85,152,35,
MINNESOTA Nonmetropolitan Counties,Murray,1,0,,,0,1,59,12,40,7,
MINNESOTA Nonmetropolitan Counties,Nicollet,7,0,,,0,7,101,20,70,11,
MINNESOTA Nonmetropolitan Counties,Nobles,5,0,,,0,5,49,20,27,2,
MINNESOTA Nonmetropolitan Counties,Otter Tail,28,2,,,1,25,490,192,262,36,
MINNESOTA Nonmetropolitan Counties,Pennington,3,0,,,0,3,56,20,32,4,
MINNESOTA Nonmetropolitan Counties,Pine,27,0,,,4,23,1068,313,683,72,
MINNESOTA Nonmetropolitan Counties,Pipestone,3,0,,,0,3,92,18,69,5,
MINNESOTA Nonmetropolitan Counties,Pope,3,0,,,0,3,36,10,23,3,
MINNESOTA Nonmetropolitan Counties,Redwood,11,1,,,0,10,119,37,74,8,
MINNESOTA Nonmetropolitan Counties,Renville,10,1,,,0,9,169,58,99,12,
MINNESOTA Nonmetropolitan Counties,Rice,12,0,,,1,11,289,130,124,35,
MINNESOTA Nonmetropolitan Counties,Rock,26,0,,,0,26,68,19,42,7,
MINNESOTA Nonmetropolitan Counties,Roseau,0,0,,,0,0,126,17,105,4,
MINNESOTA Nonmetropolitan Counties,Steele,8,0,,,0,8,193,97,84,12,
MINNESOTA Nonmetropolitan Counties,Stevens,2,0,,,0,2,34,15,16,3,
MINNESOTA Nonmetropolitan Counties,Todd,8,1,,,0,7,260,108,137,15,
MINNESOTA Nonmetropolitan Counties,Wadena,9,1,,,0,8,82,31,46,5,
MINNESOTA Nonmetropolitan Counties,Waseca,3,0,,,0,3,78,39,36,3,
MINNESOTA Nonmetropolitan Counties,Watonwan,4,0,,,0,4,93,38,50,5,
MINNESOTA Nonmetropolitan Counties,Winona,9,0,,,0,9,111,24,76,11,
MINNESOTA Nonmetropolitan Counties,Yellow Medicine,3,0,,,0,3,57,15,39,3,
MISSISSIPPI Metropolitan Counties ,Desoto,46,2,,8,13,23,704,126,456,122,
MISSISSIPPI Metropolitan Counties ,Harrison,77,6,,20,14,37,2155,508,1365,282,
MISSISSIPPI Metropolitan Counties ,Jackson,111,0,,11,19,81,2024,463,1221,340,
MISSISSIPPI Metropolitan Counties ,Lamar,52,1,,20,8,23,778,259,471,48,
MISSISSIPPI Metropolitan Counties ,Madison,67,3,,5,16,43,453,126,291,36,
MISSISSIPPI Metropolitan Counties ,Rankin,54,2,,3,2,47,749,302,407,40,
MISSISSIPPI Metropolitan Counties ,Simpson,18,3,,4,2,9,199,98,76,25,
MISSISSIPPI Metropolitan Counties ,Stone,30,0,,3,0,27,75,13,55,7,
MISSISSIPPI Metropolitan Counties ,Tate,14,2,,0,3,9,227,83,85,59,
MISSISSIPPI Metropolitan Counties ,Tunica,104,5,,2,38,59,772,128,546,98,
MISSISSIPPI Nonmetropolitan Counties ,Adams,35,2,,5,3,25,489,149,305,35,
MISSISSIPPI Nonmetropolitan Counties ,Chickasaw,16,0,,0,3,13,50,29,19,2,
MISSISSIPPI Nonmetropolitan Counties ,Claiborne,24,2,,2,6,14,146,97,47,2,
MISSISSIPPI Nonmetropolitan Counties ,Coahoma,12,3,,0,4,5,121,54,48,19,
MISSISSIPPI Nonmetropolitan Counties ,Grenada,6,0,,0,1,5,151,52,81,18,
MISSISSIPPI Nonmetropolitan Counties ,Issaquena,0,0,,0,0,0,0,0,0,0,
MISSISSIPPI Nonmetropolitan Counties ,Itawamba,5,0,,2,1,2,144,62,73,9,
MISSISSIPPI Nonmetropolitan Counties ,Jefferson,33,1,,4,3,25,39,23,16,0,
MISSISSIPPI Nonmetropolitan Counties ,Lauderdale,41,0,,8,8,25,497,247,213,37,
MISSISSIPPI Nonmetropolitan Counties ,Leflore,185,4,,5,17,159,513,195,281,37,
MISSISSIPPI Nonmetropolitan Counties ,Lincoln,2,1,,1,0,,298,50,211,37,
MISSISSIPPI Nonmetropolitan Counties ,Lowndes,101,1,,15,18,67,506,172,306,28,
MISSISSIPPI Nonmetropolitan Counties ,Marion,45,3,,6,14,22,340,159,139,42,
MISSISSIPPI Nonmetropolitan Counties ,Oktibbeha,6,0,,0,0,6,32,13,18,1,
MISSISSIPPI Nonmetropolitan Counties ,Panola,53,0,,7,11,35,560,268,243,49,
MISSISSIPPI Nonmetropolitan Counties ,Pearl River,21,1,,12,7,1,691,254,367,70,
MISSISSIPPI Nonmetropolitan Counties ,Pike,30,0,,5,4,21,426,164,230,32,
