State,County,Violent crime,Murder and nonnegligent manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson1,,
NORTH CAROLINA-Nonmetropolitan Counties,Rutherford,157.0,0.0,11.0,23.0,123.0,1373.0,480.0,783.0,110.0,20.0,,
NORTH CAROLINA-Nonmetropolitan Counties,Sampson,144.0,6.0,14.0,35.0,89.0,1434.0,739.0,554.0,141.0,9.0,,
NORTH CAROLINA-Nonmetropolitan Counties,Scotland,55.0,6.0,2.0,12.0,35.0,754.0,445.0,259.0,50.0,19.0,,
NORTH CAROLINA-Nonmetropolitan Counties,Stanly,36.0,2.0,7.0,6.0,21.0,549.0,243.0,281.0,25.0,4.0,,
NORTH CAROLINA-Nonmetropolitan Counties,Transylvania,36.0,0.0,2.0,1.0,33.0,385.0,169.0,186.0,30.0,5.0,,
NORTH CAROLINA-Nonmetropolitan Counties,Tyrrell,7.0,0.0,2.0,1.0,4.0,64.0,3.0,58.0,3.0,1.0,,
NORTH CAROLINA-Nonmetropolitan Counties,Vance,83.0,5.0,1.0,17.0,60.0,1398.0,721.0,594.0,83.0,8.0,,
NORTH CAROLINA-Nonmetropolitan Counties,Warren,39.0,1.0,6.0,10.0,22.0,553.0,240.0,270.0,43.0,5.0,,
NORTH CAROLINA-Nonmetropolitan Counties,Watauga,22.0,1.0,0.0,3.0,18.0,497.0,185.0,288.0,24.0,1.0,,
NORTH CAROLINA-Nonmetropolitan Counties,Wilkes,174.0,2.0,3.0,18.0,151.0,1332.0,555.0,689.0,88.0,4.0,,
NORTH CAROLINA-Nonmetropolitan Counties,Wilson,98.0,1.0,1.0,15.0,81.0,777.0,245.0,457.0,75.0,9.0,,
NORTH CAROLINA-Nonmetropolitan Counties,Yancey,14.0,0.0,0.0,1.0,13.0,144.0,71.0,65.0,8.0,1.0,,
NORTH DAKOTA-Metropolitan Counties,Burleigh,22.0,0.0,9.0,0.0,13.0,157.0,46.0,101.0,10.0,1.0,,
NORTH DAKOTA-Metropolitan Counties,Cass,4.0,0.0,1.0,0.0,3.0,185.0,57.0,112.0,16.0,2.0,,
NORTH DAKOTA-Metropolitan Counties,Grand Forks,6.0,0.0,0.0,0.0,6.0,69.0,18.0,39.0,12.0,0.0,,
NORTH DAKOTA-Metropolitan Counties,Morton,11.0,0.0,6.0,0.0,5.0,78.0,14.0,59.0,5.0,0.0,,
NORTH DAKOTA-Nonmetropolitan Counties,Barnes,1.0,0.0,0.0,0.0,1.0,28.0,8.0,17.0,3.0,0.0,,
NORTH DAKOTA-Nonmetropolitan Counties,Bottineau,0.0,0.0,0.0,0.0,0.0,21.0,9.0,11.0,1.0,0.0,,
NORTH DAKOTA-Nonmetropolitan Counties,Burke,0.0,0.0,0.0,0.0,0.0,21.0,10.0,10.0,1.0,0.0,,
NORTH DAKOTA-Nonmetropolitan Counties,Cavalier,2.0,0.0,0.0,0.0,2.0,37.0,3.0,30.0,4.0,0.0,,
NORTH DAKOTA-Nonmetropolitan Counties,Dickey,0.0,0.0,0.0,0.0,0.0,16.0,2.0,13.0,1.0,0.0,,
NORTH DAKOTA-Nonmetropolitan Counties,Eddy,1.0,0.0,0.0,0.0,1.0,9.0,4.0,5.0,0.0,0.0,,
NORTH DAKOTA-Nonmetropolitan Counties,Emmons,1.0,0.0,0.0,0.0,1.0,29.0,14.0,14.0,1.0,0.0,,
NORTH DAKOTA-Nonmetropolitan Counties,Griggs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NORTH DAKOTA-Nonmetropolitan Counties,Hettinger,0.0,0.0,0.0,0.0,0.0,9.0,1.0,6.0,2.0,0.0,,
NORTH DAKOTA-Nonmetropolitan Counties,Kidder,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,,
NORTH DAKOTA-Nonmetropolitan Counties,Lamoure,2.0,0.0,0.0,0.0,2.0,4.0,1.0,2.0,1.0,0.0,,
NORTH DAKOTA-Nonmetropolitan Counties,Logan,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,,
NORTH DAKOTA-Nonmetropolitan Counties,McHenry,0.0,0.0,0.0,0.0,0.0,24.0,5.0,16.0,3.0,0.0,,
NORTH DAKOTA-Nonmetropolitan Counties,McIntosh,1.0,0.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,0.0,,
NORTH DAKOTA-Nonmetropolitan Counties,McKenzie,0.0,0.0,0.0,0.0,0.0,31.0,4.0,24.0,3.0,0.0,,
NORTH DAKOTA-Nonmetropolitan Counties,McLean,14.0,0.0,4.0,0.0,10.0,125.0,39.0,80.0,6.0,0.0,,
NORTH DAKOTA-Nonmetropolitan Counties,Mercer,2.0,0.0,0.0,0.0,2.0,19.0,7.0,8.0,4.0,0.0,,
NORTH DAKOTA-Nonmetropolitan Counties,Mountrail,3.0,0.0,0.0,0.0,3.0,56.0,10.0,41.0,5.0,0.0,,
NORTH DAKOTA-Nonmetropolitan Counties,Nelson,2.0,0.0,0.0,0.0,2.0,21.0,4.0,10.0,7.0,0.0,,
NORTH DAKOTA-Nonmetropolitan Counties,Oliver,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,,
NORTH DAKOTA-Nonmetropolitan Counties,Pembina,3.0,0.0,0.0,0.0,3.0,27.0,6.0,15.0,6.0,0.0,,
NORTH DAKOTA-Nonmetropolitan Counties,Pierce,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,
NORTH DAKOTA-Nonmetropolitan Counties,Ramsey,1.0,0.0,0.0,0.0,1.0,32.0,5.0,20.0,7.0,0.0,,
NORTH DAKOTA-Nonmetropolitan Counties,Renville,0.0,0.0,0.0,0.0,0.0,6.0,1.0,5.0,0.0,0.0,,
NORTH DAKOTA-Nonmetropolitan Counties,Richland,14.0,0.0,1.0,1.0,12.0,84.0,25.0,54.0,5.0,0.0,,
NORTH DAKOTA-Nonmetropolitan Counties,Sargent,1.0,0.0,0.0,0.0,1.0,25.0,0.0,25.0,0.0,0.0,,
NORTH DAKOTA-Nonmetropolitan Counties,Sheridan,0.0,0.0,0.0,0.0,0.0,9.0,2.0,6.0,1.0,0.0,,
NORTH DAKOTA-Nonmetropolitan Counties,Stark,6.0,0.0,1.0,0.0,5.0,78.0,4.0,54.0,20.0,1.0,,
NORTH DAKOTA-Nonmetropolitan Counties,Stutsman,3.0,0.0,3.0,0.0,0.0,52.0,13.0,35.0,4.0,2.0,,
NORTH DAKOTA-Nonmetropolitan Counties,Towner,0.0,0.0,0.0,0.0,0.0,24.0,11.0,13.0,0.0,0.0,,
NORTH DAKOTA-Nonmetropolitan Counties,Traill,0.0,0.0,0.0,0.0,0.0,29.0,7.0,13.0,9.0,2.0,,
NORTH DAKOTA-Nonmetropolitan Counties,Walsh,5.0,0.0,3.0,0.0,2.0,110.0,44.0,51.0,15.0,1.0,,
NORTH DAKOTA-Nonmetropolitan Counties,Ward,17.0,0.0,4.0,0.0,13.0,111.0,39.0,61.0,11.0,1.0,,
NORTH DAKOTA-Nonmetropolitan Counties,Wells,0.0,0.0,0.0,0.0,0.0,36.0,23.0,13.0,0.0,0.0,,
NORTH DAKOTA-Nonmetropolitan Counties,Williams,12.0,0.0,2.0,0.0,10.0,105.0,41.0,52.0,12.0,2.0,,
OHIO-Metropolitan Counties,Allen,55.0,0.0,12.0,22.0,21.0,1273.0,270.0,969.0,34.0,2.0,,
OHIO-Metropolitan Counties,Belmont,28.0,0.0,12.0,6.0,10.0,562.0,162.0,350.0,50.0,6.0,,
OHIO-Metropolitan Counties,Brown,9.0,0.0,3.0,2.0,4.0,471.0,174.0,281.0,16.0,2.0,,
OHIO-Metropolitan Counties,Carroll,1.0,0.0,1.0,0.0,0.0,90.0,25.0,58.0,7.0,2.0,,
OHIO-Metropolitan Counties,Clark,19.0,1.0,4.0,5.0,9.0,1359.0,346.0,948.0,65.0,7.0,,
OHIO-Metropolitan Counties,Clermont,61.0,1.0,28.0,13.0,19.0,1788.0,492.0,1203.0,93.0,12.0,,
OHIO-Metropolitan Counties,Erie,33.0,1.0,2.0,5.0,25.0,593.0,177.0,377.0,39.0,1.0,,
OHIO-Metropolitan Counties,Fairfield,26.0,1.0,8.0,10.0,7.0,1202.0,309.0,846.0,47.0,4.0,,
OHIO-Metropolitan Counties,Fulton,18.0,0.0,8.0,2.0,8.0,360.0,111.0,225.0,24.0,2.0,,
OHIO-Metropolitan Counties,Geauga,6.0,1.0,1.0,1.0,3.0,224.0,50.0,166.0,8.0,1.0,,
OHIO-Metropolitan Counties,Greene,22.0,0.0,7.0,3.0,12.0,425.0,157.0,247.0,21.0,6.0,,
OHIO-Metropolitan Counties,Hamilton,317.0,3.0,51.0,185.0,78.0,6621.0,1110.0,5292.0,219.0,50.0,,
OHIO-Metropolitan Counties,Jefferson,25.0,0.0,3.0,1.0,21.0,408.0,109.0,274.0,25.0,3.0,,
OHIO-Metropolitan Counties,Licking,23.0,0.0,1.0,10.0,12.0,1107.0,321.0,688.0,98.0,4.0,,
OHIO-Metropolitan Counties,Lorain,39.0,0.0,13.0,14.0,12.0,789.0,417.0,353.0,19.0,19.0,,
OHIO-Metropolitan Counties,Lucas,85.0,0.0,13.0,16.0,56.0,1409.0,338.0,957.0,114.0,12.0,,
OHIO-Metropolitan Counties,Mahoning,10.0,0.0,0.0,3.0,7.0,252.0,60.0,182.0,10.0,0.0,,
OHIO-Metropolitan Counties,Miami,5.0,0.0,4.0,0.0,1.0,561.0,155.0,372.0,34.0,9.0,,
OHIO-Metropolitan Counties,Morrow,4.0,0.0,1.0,2.0,1.0,255.0,94.0,146.0,15.0,0.0,,
OHIO-Metropolitan Counties,Ottawa,5.0,0.0,4.0,1.0,0.0,352.0,68.0,274.0,10.0,0.0,,
OHIO-Metropolitan Counties,Pickaway,45.0,0.0,6.0,4.0,35.0,1093.0,408.0,658.0,27.0,11.0,,
OHIO-Metropolitan Counties,Portage,27.0,0.0,8.0,14.0,5.0,1799.0,516.0,1177.0,106.0,11.0,,
OHIO-Metropolitan Counties,Preble,22.0,0.0,5.0,1.0,16.0,428.0,152.0,256.0,20.0,5.0,,
OHIO-Metropolitan Counties,Richland,41.0,0.0,15.0,5.0,21.0,1249.0,403.0,789.0,57.0,12.0,,
OHIO-Metropolitan Counties,Summit,41.0,3.0,9.0,14.0,15.0,1161.0,247.0,838.0,76.0,9.0,,
OHIO-Metropolitan Counties,Trumbull,27.0,2.0,6.0,1.0,18.0,505.0,147.0,295.0,63.0,2.0,,
OHIO-Metropolitan Counties,Union,11.0,0.0,2.0,0.0,9.0,352.0,98.0,244.0,10.0,2.0,,
OHIO-Metropolitan Counties,Washington,75.0,2.0,14.0,1.0,58.0,396.0,121.0,256.0,19.0,1.0,,
OHIO-Metropolitan Counties,Wood,2.0,0.0,0.0,2.0,0.0,471.0,183.0,268.0,20.0,3.0,,
OHIO-Nonmetropolitan Counties,Adams,7.0,1.0,2.0,1.0,3.0,441.0,172.0,255.0,14.0,2.0,,
OHIO-Nonmetropolitan Counties,Ashland,10.0,0.0,1.0,0.0,9.0,271.0,113.0,145.0,13.0,4.0,,
OHIO-Nonmetropolitan Counties,Athens,11.0,0.0,2.0,0.0,9.0,46.0,10.0,36.0,0.0,2.0,,
OHIO-Nonmetropolitan Counties,Auglaize,5.0,0.0,3.0,0.0,2.0,294.0,67.0,222.0,5.0,0.0,,
OHIO-Nonmetropolitan Counties,Champaign,13.0,0.0,7.0,0.0,6.0,426.0,139.0,244.0,43.0,8.0,,
OHIO-Nonmetropolitan Counties,Coshocton,18.0,2.0,5.0,1.0,10.0,783.0,183.0,578.0,22.0,11.0,,
OHIO-Nonmetropolitan Counties,Crawford,5.0,0.0,1.0,1.0,3.0,245.0,71.0,165.0,9.0,0.0,,
OHIO-Nonmetropolitan Counties,Darke,49.0,0.0,13.0,2.0,34.0,391.0,142.0,236.0,13.0,5.0,,
OHIO-Nonmetropolitan Counties,Fayette,18.0,0.0,8.0,5.0,5.0,576.0,128.0,434.0,14.0,2.0,,
OHIO-Nonmetropolitan Counties,Guernsey,14.0,0.0,10.0,0.0,4.0,366.0,153.0,199.0,14.0,3.0,,
OHIO-Nonmetropolitan Counties,Hancock,7.0,0.0,2.0,0.0,5.0,325.0,111.0,205.0,9.0,7.0,,
OHIO-Nonmetropolitan Counties,Hardin,5.0,0.0,1.0,2.0,2.0,336.0,119.0,209.0,8.0,0.0,,
OHIO-Nonmetropolitan Counties,Harrison,7.0,0.0,1.0,1.0,5.0,125.0,40.0,68.0,17.0,2.0,,
OHIO-Nonmetropolitan Counties,Highland,11.0,0.0,1.0,0.0,10.0,404.0,144.0,245.0,15.0,2.0,,
OHIO-Nonmetropolitan Counties,Hocking,10.0,0.0,3.0,1.0,6.0,417.0,193.0,206.0,18.0,7.0,,
OHIO-Nonmetropolitan Counties,Holmes,9.0,1.0,3.0,1.0,4.0,220.0,59.0,144.0,17.0,0.0,,
OHIO-Nonmetropolitan Counties,Huron,12.0,0.0,1.0,0.0,11.0,454.0,156.0,255.0,43.0,1.0,,
OHIO-Nonmetropolitan Counties,Marion,12.0,0.0,3.0,5.0,4.0,716.0,118.0,588.0,10.0,0.0,,
OHIO-Nonmetropolitan Counties,Meigs,14.0,0.0,5.0,5.0,4.0,362.0,177.0,165.0,20.0,2.0,,
OHIO-Nonmetropolitan Counties,Mercer,13.0,5.0,2.0,1.0,5.0,237.0,44.0,180.0,13.0,1.0,,
OHIO-Nonmetropolitan Counties,Morgan,6.0,1.0,1.0,0.0,4.0,221.0,88.0,116.0,17.0,2.0,,
OHIO-Nonmetropolitan Counties,Muskingum,57.0,2.0,34.0,13.0,8.0,1290.0,322.0,884.0,84.0,10.0,,
OHIO-Nonmetropolitan Counties,Paulding,10.0,0.0,2.0,0.0,8.0,202.0,68.0,134.0,0.0,3.0,,
OHIO-Nonmetropolitan Counties,Pike,8.0,0.0,2.0,3.0,3.0,303.0,77.0,204.0,22.0,3.0,,
OHIO-Nonmetropolitan Counties,Ross,38.0,1.0,15.0,11.0,11.0,1860.0,506.0,1237.0,117.0,13.0,,
OHIO-Nonmetropolitan Counties,Van Wert,2.0,0.0,1.0,0.0,1.0,259.0,93.0,163.0,3.0,0.0,,
OHIO-Nonmetropolitan Counties,Wayne,34.0,0.0,13.0,2.0,19.0,686.0,344.0,321.0,21.0,6.0,,
OHIO-Nonmetropolitan Counties,Williams,12.0,0.0,8.0,1.0,3.0,291.0,44.0,214.0,33.0,6.0,,
OKLAHOMA-Metropolitan Counties,Canadian,42.0,0.0,9.0,1.0,32.0,76.0,39.0,26.0,11.0,0.0,,
OKLAHOMA-Metropolitan Counties,Cleveland,47.0,1.0,7.0,0.0,39.0,291.0,112.0,136.0,43.0,6.0,,
OKLAHOMA-Metropolitan Counties,Comanche,13.0,0.0,2.0,2.0,9.0,149.0,78.0,62.0,9.0,0.0,,
OKLAHOMA-Metropolitan Counties,Creek,47.0,1.0,11.0,4.0,31.0,547.0,223.0,290.0,34.0,10.0,,
OKLAHOMA-Metropolitan Counties,Grady,10.0,1.0,2.0,1.0,6.0,311.0,86.0,191.0,34.0,6.0,,
OKLAHOMA-Metropolitan Counties,Le Flore,63.0,1.0,5.0,0.0,57.0,244.0,88.0,103.0,53.0,5.0,,
OKLAHOMA-Metropolitan Counties,Lincoln,38.0,2.0,7.0,0.0,29.0,265.0,79.0,145.0,41.0,4.0,,
OKLAHOMA-Metropolitan Counties,Logan,47.0,1.0,9.0,0.0,37.0,240.0,67.0,151.0,22.0,8.0,,
OKLAHOMA-Metropolitan Counties,McClain,14.0,0.0,4.0,0.0,10.0,164.0,48.0,91.0,25.0,2.0,,
OKLAHOMA-Metropolitan Counties,Oklahoma,33.0,3.0,1.0,2.0,27.0,278.0,89.0,140.0,49.0,0.0,,
OKLAHOMA-Metropolitan Counties,Okmulgee,13.0,0.0,1.0,2.0,10.0,116.0,53.0,49.0,14.0,6.0,,
OKLAHOMA-Metropolitan Counties,Pawnee,26.0,1.0,1.0,1.0,23.0,133.0,45.0,78.0,10.0,1.0,,
OKLAHOMA-Metropolitan Counties,Rogers,5.0,1.0,1.0,0.0,3.0,291.0,121.0,128.0,42.0,1.0,,
OKLAHOMA-Metropolitan Counties,Sequoyah,214.0,2.0,16.0,6.0,190.0,278.0,119.0,122.0,37.0,6.0,,
OKLAHOMA-Metropolitan Counties,Tulsa,311.0,5.0,16.0,15.0,275.0,1066.0,380.0,601.0,85.0,6.0,,
OKLAHOMA-Metropolitan Counties,Wagoner,36.0,1.0,6.0,1.0,28.0,387.0,146.0,183.0,58.0,4.0,,
OKLAHOMA-Nonmetropolitan Counties,Adair5,,4.0,1.0,0.0,,141.0,57.0,51.0,33.0,12.0,,
OKLAHOMA-Nonmetropolitan Counties,Alfalfa,1.0,0.0,0.0,0.0,1.0,40.0,6.0,26.0,8.0,3.0,,
OKLAHOMA-Nonmetropolitan Counties,Atoka,24.0,0.0,6.0,0.0,18.0,149.0,52.0,76.0,21.0,9.0,,
OKLAHOMA-Nonmetropolitan Counties,Beaver,1.0,0.0,0.0,1.0,0.0,31.0,5.0,24.0,2.0,0.0,,
OKLAHOMA-Nonmetropolitan Counties,Beckham,11.0,1.0,3.0,0.0,7.0,72.0,16.0,44.0,12.0,1.0,,
OKLAHOMA-Nonmetropolitan Counties,Blaine,12.0,1.0,2.0,0.0,9.0,58.0,11.0,42.0,5.0,0.0,,
OKLAHOMA-Nonmetropolitan Counties,Bryan,41.0,0.0,5.0,2.0,34.0,354.0,150.0,161.0,43.0,11.0,,
OKLAHOMA-Nonmetropolitan Counties,Carter,39.0,0.0,4.0,1.0,34.0,177.0,66.0,93.0,18.0,5.0,,
OKLAHOMA-Nonmetropolitan Counties,Cherokee,99.0,1.0,2.0,0.0,96.0,502.0,224.0,223.0,55.0,2.0,,
OKLAHOMA-Nonmetropolitan Counties,Choctaw,22.0,2.0,0.0,3.0,17.0,170.0,58.0,93.0,19.0,4.0,,
OKLAHOMA-Nonmetropolitan Counties,Cimarron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
OKLAHOMA-Nonmetropolitan Counties,Coal,12.0,1.0,0.0,0.0,11.0,112.0,13.0,89.0,10.0,2.0,,
OKLAHOMA-Nonmetropolitan Counties,Cotton,1.0,0.0,0.0,0.0,1.0,6.0,2.0,3.0,1.0,0.0,,
OKLAHOMA-Nonmetropolitan Counties,Craig,4.0,2.0,0.0,1.0,1.0,122.0,51.0,64.0,7.0,1.0,,
OKLAHOMA-Nonmetropolitan Counties,Custer,11.0,0.0,1.0,1.0,9.0,67.0,14.0,53.0,0.0,5.0,,
OKLAHOMA-Nonmetropolitan Counties,Delaware,84.0,0.0,15.0,1.0,68.0,457.0,229.0,197.0,31.0,9.0,,
OKLAHOMA-Nonmetropolitan Counties,Dewey,0.0,0.0,0.0,0.0,0.0,19.0,6.0,13.0,0.0,0.0,,
OKLAHOMA-Nonmetropolitan Counties,Ellis,3.0,0.0,0.0,0.0,3.0,19.0,8.0,8.0,3.0,1.0,,
OKLAHOMA-Nonmetropolitan Counties,Garfield,3.0,0.0,0.0,1.0,2.0,102.0,22.0,65.0,15.0,2.0,,
OKLAHOMA-Nonmetropolitan Counties,Garvin,26.0,0.0,5.0,2.0,19.0,160.0,37.0,113.0,10.0,6.0,,
OKLAHOMA-Nonmetropolitan Counties,Grant,3.0,0.0,0.0,0.0,3.0,53.0,11.0,41.0,1.0,0.0,,
OKLAHOMA-Nonmetropolitan Counties,Harmon,0.0,0.0,0.0,0.0,0.0,16.0,9.0,7.0,0.0,0.0,,
OKLAHOMA-Nonmetropolitan Counties,Harper,4.0,0.0,0.0,0.0,4.0,23.0,4.0,14.0,5.0,0.0,,
OKLAHOMA-Nonmetropolitan Counties,Hughes,1.0,1.0,0.0,0.0,0.0,134.0,41.0,67.0,26.0,1.0,,
OKLAHOMA-Nonmetropolitan Counties,Jackson,5.0,1.0,0.0,0.0,4.0,69.0,30.0,32.0,7.0,1.0,,
OKLAHOMA-Nonmetropolitan Counties,Jefferson,10.0,0.0,1.0,0.0,9.0,26.0,11.0,14.0,1.0,0.0,,
OKLAHOMA-Nonmetropolitan Counties,Johnston,13.0,1.0,0.0,0.0,12.0,8.0,6.0,2.0,0.0,1.0,,
OKLAHOMA-Nonmetropolitan Counties,Kingfisher,11.0,0.0,0.0,0.0,11.0,89.0,29.0,48.0,12.0,2.0,,
OKLAHOMA-Nonmetropolitan Counties,Kiowa,14.0,0.0,0.0,0.0,14.0,49.0,18.0,28.0,3.0,1.0,,
OKLAHOMA-Nonmetropolitan Counties,Latimer,21.0,1.0,0.0,1.0,19.0,84.0,22.0,37.0,25.0,3.0,,
OKLAHOMA-Nonmetropolitan Counties,Love,7.0,0.0,1.0,0.0,6.0,86.0,21.0,47.0,18.0,1.0,,
OKLAHOMA-Nonmetropolitan Counties,Major,1.0,0.0,0.0,0.0,1.0,34.0,5.0,28.0,1.0,0.0,,
OKLAHOMA-Nonmetropolitan Counties,Marshall,41.0,0.0,3.0,0.0,38.0,109.0,30.0,61.0,18.0,3.0,,
OKLAHOMA-Nonmetropolitan Counties,Mayes,16.0,0.0,1.0,0.0,15.0,217.0,89.0,115.0,13.0,0.0,,
OKLAHOMA-Nonmetropolitan Counties,McIntosh,35.0,0.0,6.0,2.0,27.0,339.0,132.0,187.0,20.0,7.0,,
OKLAHOMA-Nonmetropolitan Counties,Murray,11.0,0.0,1.0,0.0,10.0,46.0,21.0,23.0,2.0,2.0,,
OKLAHOMA-Nonmetropolitan Counties,Muskogee,67.0,0.0,5.0,4.0,58.0,300.0,108.0,143.0,49.0,15.0,,
OKLAHOMA-Nonmetropolitan Counties,Noble,4.0,0.0,1.0,0.0,3.0,84.0,21.0,56.0,7.0,1.0,,
OKLAHOMA-Nonmetropolitan Counties,Nowata,28.0,0.0,1.0,0.0,27.0,75.0,31.0,33.0,11.0,1.0,,
OKLAHOMA-Nonmetropolitan Counties,Okfuskee,17.0,2.0,2.0,1.0,12.0,58.0,27.0,23.0,8.0,4.0,,
OKLAHOMA-Nonmetropolitan Counties,Payne,28.0,0.0,2.0,1.0,25.0,202.0,87.0,94.0,21.0,10.0,,
OKLAHOMA-Nonmetropolitan Counties,Pittsburg5,,2.0,3.0,1.0,,474.0,192.0,260.0,22.0,23.0,,
OKLAHOMA-Nonmetropolitan Counties,Pontotoc5,,0.0,2.0,1.0,,210.0,80.0,115.0,15.0,7.0,,
OKLAHOMA-Nonmetropolitan Counties,Pottawatomie,56.0,1.0,7.0,0.0,48.0,558.0,203.0,300.0,55.0,6.0,,
OKLAHOMA-Nonmetropolitan Counties,Pushmataha,4.0,0.0,1.0,0.0,3.0,111.0,55.0,36.0,20.0,5.0,,
OKLAHOMA-Nonmetropolitan Counties,Roger Mills,2.0,0.0,0.0,0.0,2.0,51.0,11.0,38.0,2.0,2.0,,
OKLAHOMA-Nonmetropolitan Counties,Seminole,46.0,1.0,1.0,2.0,42.0,266.0,71.0,184.0,11.0,13.0,,
OKLAHOMA-Nonmetropolitan Counties,Stephens,44.0,0.0,7.0,0.0,37.0,134.0,39.0,78.0,17.0,11.0,,
OKLAHOMA-Nonmetropolitan Counties,Texas,5.0,0.0,2.0,0.0,3.0,50.0,12.0,36.0,2.0,0.0,,
OKLAHOMA-Nonmetropolitan Counties,Tillman,1.0,0.0,1.0,0.0,0.0,32.0,18.0,13.0,1.0,4.0,,
OKLAHOMA-Nonmetropolitan Counties,Washita,13.0,1.0,5.0,0.0,7.0,46.0,13.0,25.0,8.0,4.0,,
OKLAHOMA-Nonmetropolitan Counties,Woods,5.0,1.0,2.0,0.0,2.0,28.0,3.0,22.0,3.0,2.0,,
OKLAHOMA-Nonmetropolitan Counties,Woodward,13.0,0.0,0.0,1.0,12.0,101.0,36.0,51.0,14.0,1.0,,
OREGON-Metropolitan Counties,Benton,27.0,1.0,6.0,0.0,20.0,281.0,90.0,177.0,14.0,5.0,,
OREGON-Metropolitan Counties,Clackamas,237.0,4.0,39.0,108.0,86.0,5548.0,849.0,4215.0,484.0,21.0,,
OREGON-Metropolitan Counties,Deschutes,87.0,0.0,18.0,3.0,66.0,903.0,222.0,627.0,54.0,11.0,,
OREGON-Metropolitan Counties,Jackson,122.0,2.0,13.0,13.0,94.0,868.0,195.0,609.0,64.0,8.0,,
OREGON-Metropolitan Counties,Lane,300.0,4.0,25.0,21.0,250.0,1485.0,567.0,708.0,210.0,17.0,,
OREGON-Metropolitan Counties,Marion,92.0,0.0,15.0,36.0,41.0,2663.0,615.0,1748.0,300.0,5.0,,
OREGON-Metropolitan Counties,Multnomah,39.0,1.0,3.0,8.0,27.0,920.0,127.0,722.0,71.0,5.0,,
OREGON-Metropolitan Counties,Polk,31.0,0.0,4.0,1.0,26.0,335.0,85.0,222.0,28.0,10.0,,
OREGON-Metropolitan Counties,Washington,270.0,1.0,73.0,68.0,128.0,3341.0,699.0,2369.0,273.0,31.0,,
OREGON-Metropolitan Counties,Yamhill,33.0,0.0,7.0,3.0,23.0,563.0,121.0,389.0,53.0,7.0,,
OREGON-Nonmetropolitan Counties,Clatsop,14.0,0.0,2.0,1.0,11.0,187.0,46.0,128.0,13.0,1.0,,
OREGON-Nonmetropolitan Counties,Crook,25.0,0.0,7.0,1.0,17.0,137.0,57.0,75.0,5.0,4.0,,
OREGON-Nonmetropolitan Counties,Curry,32.0,1.0,1.0,1.0,29.0,191.0,38.0,141.0,12.0,1.0,,
OREGON-Nonmetropolitan Counties,Douglas,41.0,0.0,14.0,5.0,22.0,949.0,259.0,641.0,49.0,17.0,,
OREGON-Nonmetropolitan Counties,Gilliam,0.0,0.0,0.0,0.0,0.0,46.0,7.0,32.0,7.0,1.0,,
OREGON-Nonmetropolitan Counties,Grant,0.0,0.0,0.0,0.0,0.0,70.0,10.0,58.0,2.0,1.0,,
OREGON-Nonmetropolitan Counties,Harney,0.0,0.0,0.0,0.0,0.0,21.0,3.0,15.0,3.0,0.0,,
OREGON-Nonmetropolitan Counties,Hood River,13.0,0.0,0.0,3.0,10.0,261.0,71.0,178.0,12.0,1.0,,
OREGON-Nonmetropolitan Counties,Jefferson,6.0,0.0,1.0,2.0,3.0,225.0,50.0,143.0,32.0,3.0,,
OREGON-Nonmetropolitan Counties,Klamath,61.0,0.0,9.0,8.0,44.0,648.0,172.0,418.0,58.0,4.0,,
OREGON-Nonmetropolitan Counties,Lake,0.0,0.0,0.0,0.0,0.0,47.0,7.0,36.0,4.0,0.0,,
OREGON-Nonmetropolitan Counties,Lincoln,25.0,0.0,4.0,1.0,20.0,433.0,146.0,266.0,21.0,3.0,,
OREGON-Nonmetropolitan Counties,Linn,11.0,2.0,1.0,4.0,4.0,979.0,315.0,594.0,70.0,6.0,,
OREGON-Nonmetropolitan Counties,Malheur,8.0,0.0,3.0,0.0,5.0,169.0,50.0,106.0,13.0,4.0,,
OREGON-Nonmetropolitan Counties,Morrow,23.0,0.0,1.0,0.0,22.0,194.0,39.0,142.0,13.0,3.0,,
OREGON-Nonmetropolitan Counties,Sherman,1.0,0.0,0.0,0.0,1.0,45.0,11.0,32.0,2.0,1.0,,
OREGON-Nonmetropolitan Counties,Tillamook,12.0,0.0,2.0,1.0,9.0,258.0,94.0,145.0,19.0,4.0,,
OREGON-Nonmetropolitan Counties,Umatilla,38.0,1.0,8.0,1.0,28.0,355.0,109.0,178.0,68.0,6.0,,
OREGON-Nonmetropolitan Counties,Union,5.0,0.0,0.0,0.0,5.0,129.0,32.0,88.0,9.0,0.0,,
OREGON-Nonmetropolitan Counties,Wallowa,0.0,0.0,0.0,0.0,0.0,53.0,10.0,36.0,7.0,1.0,,
