State,County,Violent crime,Murder and nonnegligent manslaughter,Rape(revised definition)1,Rape(legacydefinition)2,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson3,
NORTH CAROLINA - Nonmetropolitan Counties,Granville,69.0,3.0,,2.0,10.0,54.0,754.0,337.0,381.0,36.0,4.0,
NORTH CAROLINA - Nonmetropolitan Counties,Halifax,97.0,2.0,,3.0,21.0,71.0,817.0,384.0,404.0,29.0,7.0,
NORTH CAROLINA - Nonmetropolitan Counties,Harnett,233.0,8.0,,7.0,41.0,177.0,2616.0,1093.0,1414.0,109.0,12.0,
NORTH CAROLINA - Nonmetropolitan Counties,Hertford,34.0,0.0,,3.0,9.0,22.0,339.0,172.0,143.0,24.0,2.0,
NORTH CAROLINA - Nonmetropolitan Counties,Lee,38.0,5.0,,2.0,5.0,26.0,584.0,179.0,365.0,40.0,1.0,
NORTH CAROLINA - Nonmetropolitan Counties,Lenoir,99.0,0.0,,4.0,19.0,76.0,843.0,373.0,447.0,23.0,2.0,
NORTH CAROLINA - Nonmetropolitan Counties,Macon,41.0,0.0,,5.0,4.0,32.0,572.0,196.0,356.0,20.0,3.0,
NORTH CAROLINA - Nonmetropolitan Counties,Martin,49.0,0.0,,7.0,6.0,36.0,406.0,203.0,190.0,13.0,1.0,
NORTH CAROLINA - Nonmetropolitan Counties,McDowell,31.0,3.0,,5.0,2.0,21.0,821.0,366.0,395.0,60.0,7.0,
NORTH CAROLINA - Nonmetropolitan Counties,Montgomery,25.0,0.0,,0.0,1.0,24.0,323.0,122.0,190.0,11.0,0.0,
NORTH CAROLINA - Nonmetropolitan Counties,Moore,25.0,1.0,,1.0,3.0,20.0,667.0,299.0,324.0,44.0,4.0,
NORTH CAROLINA - Nonmetropolitan Counties,Northampton,31.0,0.0,,2.0,5.0,24.0,400.0,200.0,174.0,26.0,2.0,
NORTH CAROLINA - Nonmetropolitan Counties,Pasquotank,35.0,1.0,,0.0,6.0,28.0,307.0,119.0,177.0,11.0,6.0,
NORTH CAROLINA - Nonmetropolitan Counties,Perquimans,2.0,0.0,,0.0,0.0,2.0,112.0,61.0,46.0,5.0,5.0,
NORTH CAROLINA - Nonmetropolitan Counties,Polk,13.0,0.0,,6.0,0.0,7.0,212.0,56.0,144.0,12.0,1.0,
NORTH CAROLINA - Nonmetropolitan Counties,Richmond,131.0,0.0,,11.0,24.0,96.0,1203.0,515.0,647.0,41.0,10.0,
NORTH CAROLINA - Nonmetropolitan Counties,Rutherford,92.0,1.0,,8.0,9.0,74.0,938.0,509.0,361.0,68.0,18.0,
NORTH CAROLINA - Nonmetropolitan Counties,Surry,88.0,0.0,,10.0,9.0,69.0,1168.0,515.0,600.0,53.0,11.0,
NORTH CAROLINA - Nonmetropolitan Counties,Swain,35.0,1.0,,3.0,0.0,31.0,197.0,105.0,84.0,8.0,0.0,
NORTH CAROLINA - Nonmetropolitan Counties,Transylvania,33.0,0.0,,4.0,1.0,28.0,336.0,125.0,197.0,14.0,3.0,
NORTH CAROLINA - Nonmetropolitan Counties,Tyrrell,7.0,0.0,,0.0,1.0,6.0,51.0,14.0,35.0,2.0,0.0,
NORTH CAROLINA - Nonmetropolitan Counties,Warren,37.0,1.0,,3.0,5.0,28.0,578.0,271.0,271.0,36.0,4.0,
NORTH CAROLINA - Nonmetropolitan Counties,Washington,17.0,0.0,,5.0,3.0,9.0,121.0,46.0,67.0,8.0,0.0,
NORTH CAROLINA - Nonmetropolitan Counties,Watauga,21.0,0.0,,0.0,0.0,21.0,283.0,41.0,223.0,19.0,0.0,
NORTH CAROLINA - Nonmetropolitan Counties,Wilkes,109.0,5.0,,0.0,12.0,92.0,1192.0,517.0,624.0,51.0,11.0,
NORTH CAROLINA - Nonmetropolitan Counties,Wilson,55.0,0.0,,3.0,11.0,41.0,791.0,280.0,467.0,44.0,2.0,
NORTH CAROLINA - Nonmetropolitan Counties,Yancey,10.0,1.0,,0.0,0.0,9.0,109.0,62.0,47.0,0.0,0.0,
NORTH DAKOTA - Metropolitan Counties,Burleigh,34.0,1.0,6.0,,0.0,27.0,178.0,57.0,107.0,14.0,1.0,
NORTH DAKOTA - Metropolitan Counties,Cass,25.0,0.0,4.0,,2.0,19.0,135.0,47.0,80.0,8.0,1.0,
NORTH DAKOTA - Metropolitan Counties,Grand Forks,15.0,1.0,5.0,,0.0,9.0,97.0,33.0,57.0,7.0,0.0,
NORTH DAKOTA - Metropolitan Counties,Morton,12.0,0.0,5.0,,0.0,7.0,79.0,7.0,63.0,9.0,1.0,
NORTH DAKOTA - Metropolitan Counties,Oliver,3.0,0.0,0.0,,0.0,3.0,7.0,1.0,5.0,1.0,0.0,
NORTH DAKOTA - Metropolitan Counties,Sioux,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NORTH DAKOTA - Nonmetropolitan Counties,Adams,1.0,0.0,0.0,,0.0,1.0,8.0,2.0,6.0,0.0,0.0,
NORTH DAKOTA - Nonmetropolitan Counties,Barnes,2.0,0.0,1.0,,0.0,1.0,29.0,9.0,17.0,3.0,0.0,
NORTH DAKOTA - Nonmetropolitan Counties,Benson,0.0,0.0,0.0,,0.0,0.0,14.0,4.0,6.0,4.0,0.0,
NORTH DAKOTA - Nonmetropolitan Counties,Billings,1.0,0.0,0.0,,0.0,1.0,16.0,3.0,13.0,0.0,0.0,
NORTH DAKOTA - Nonmetropolitan Counties,Bottineau,5.0,1.0,0.0,,0.0,4.0,85.0,23.0,56.0,6.0,1.0,
NORTH DAKOTA - Nonmetropolitan Counties,Bowman,1.0,0.0,0.0,,0.0,1.0,5.0,3.0,0.0,2.0,0.0,
NORTH DAKOTA - Nonmetropolitan Counties,Burke,1.0,0.0,1.0,,0.0,0.0,24.0,5.0,10.0,9.0,0.0,
NORTH DAKOTA - Nonmetropolitan Counties,Cavalier,0.0,0.0,0.0,,0.0,0.0,28.0,1.0,24.0,3.0,1.0,
NORTH DAKOTA - Nonmetropolitan Counties,Dickey,0.0,0.0,0.0,,0.0,0.0,10.0,1.0,8.0,1.0,0.0,
NORTH DAKOTA - Nonmetropolitan Counties,Divide,1.0,0.0,0.0,,0.0,1.0,7.0,2.0,5.0,0.0,0.0,
NORTH DAKOTA - Nonmetropolitan Counties,Dunn,3.0,0.0,0.0,,0.0,3.0,28.0,9.0,17.0,2.0,0.0,
NORTH DAKOTA - Nonmetropolitan Counties,Eddy,2.0,0.0,0.0,,0.0,2.0,11.0,1.0,9.0,1.0,0.0,
NORTH DAKOTA - Nonmetropolitan Counties,Emmons,0.0,0.0,0.0,,0.0,0.0,38.0,15.0,21.0,2.0,1.0,
NORTH DAKOTA - Nonmetropolitan Counties,Golden Valley,2.0,0.0,0.0,,0.0,2.0,8.0,6.0,2.0,0.0,0.0,
NORTH DAKOTA - Nonmetropolitan Counties,Grant,0.0,0.0,0.0,,0.0,0.0,4.0,0.0,4.0,0.0,0.0,
NORTH DAKOTA - Nonmetropolitan Counties,Griggs,2.0,0.0,0.0,,0.0,2.0,1.0,0.0,1.0,0.0,0.0,
NORTH DAKOTA - Nonmetropolitan Counties,Hettinger,1.0,0.0,0.0,,0.0,1.0,25.0,8.0,13.0,4.0,0.0,
NORTH DAKOTA - Nonmetropolitan Counties,Kidder,2.0,0.0,0.0,,0.0,2.0,8.0,4.0,2.0,2.0,0.0,
NORTH DAKOTA - Nonmetropolitan Counties,Lamoure,2.0,0.0,1.0,,0.0,1.0,3.0,2.0,1.0,0.0,0.0,
NORTH DAKOTA - Nonmetropolitan Counties,McHenry,0.0,0.0,0.0,,0.0,0.0,43.0,14.0,24.0,5.0,0.0,
NORTH DAKOTA - Nonmetropolitan Counties,McIntosh,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
NORTH DAKOTA - Nonmetropolitan Counties,McKenzie,20.0,0.0,2.0,,0.0,18.0,92.0,16.0,59.0,17.0,3.0,
NORTH DAKOTA - Nonmetropolitan Counties,McLean,12.0,0.0,3.0,,0.0,9.0,87.0,11.0,69.0,7.0,2.0,
NORTH DAKOTA - Nonmetropolitan Counties,Mercer,5.0,0.0,1.0,,2.0,2.0,44.0,13.0,28.0,3.0,0.0,
NORTH DAKOTA - Nonmetropolitan Counties,Mountrail,14.0,0.0,1.0,,0.0,13.0,135.0,23.0,75.0,37.0,1.0,
NORTH DAKOTA - Nonmetropolitan Counties,Nelson,3.0,0.0,1.0,,0.0,2.0,25.0,12.0,11.0,2.0,0.0,
NORTH DAKOTA - Nonmetropolitan Counties,Pembina,2.0,0.0,2.0,,0.0,0.0,22.0,13.0,8.0,1.0,0.0,
NORTH DAKOTA - Nonmetropolitan Counties,Pierce,0.0,0.0,0.0,,0.0,0.0,19.0,11.0,8.0,0.0,0.0,
NORTH DAKOTA - Nonmetropolitan Counties,Ramsey,1.0,0.0,0.0,,0.0,1.0,26.0,3.0,17.0,6.0,0.0,
NORTH DAKOTA - Nonmetropolitan Counties,Ransom,1.0,0.0,0.0,,0.0,1.0,9.0,2.0,5.0,2.0,0.0,
NORTH DAKOTA - Nonmetropolitan Counties,Renville,0.0,0.0,0.0,,0.0,0.0,23.0,1.0,17.0,5.0,0.0,
NORTH DAKOTA - Nonmetropolitan Counties,Richland,4.0,0.0,0.0,,0.0,4.0,66.0,21.0,42.0,3.0,0.0,
NORTH DAKOTA - Nonmetropolitan Counties,Rolette,3.0,0.0,1.0,,2.0,0.0,9.0,2.0,5.0,2.0,0.0,
NORTH DAKOTA - Nonmetropolitan Counties,Sargent,0.0,0.0,0.0,,0.0,0.0,16.0,4.0,11.0,1.0,0.0,
NORTH DAKOTA - Nonmetropolitan Counties,Sheridan,0.0,0.0,0.0,,0.0,0.0,16.0,2.0,13.0,1.0,0.0,
NORTH DAKOTA - Nonmetropolitan Counties,Slope,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,1.0,1.0,0.0,
NORTH DAKOTA - Nonmetropolitan Counties,Stark,3.0,0.0,0.0,,0.0,3.0,54.0,1.0,45.0,8.0,0.0,
NORTH DAKOTA - Nonmetropolitan Counties,Steele,2.0,0.0,0.0,,0.0,2.0,3.0,1.0,1.0,1.0,0.0,
NORTH DAKOTA - Nonmetropolitan Counties,Stutsman,7.0,0.0,3.0,,1.0,3.0,63.0,35.0,27.0,1.0,3.0,
NORTH DAKOTA - Nonmetropolitan Counties,Towner,1.0,0.0,0.0,,0.0,1.0,6.0,2.0,4.0,0.0,0.0,
NORTH DAKOTA - Nonmetropolitan Counties,Traill,3.0,0.0,1.0,,0.0,2.0,36.0,6.0,22.0,8.0,0.0,
NORTH DAKOTA - Nonmetropolitan Counties,Walsh,8.0,0.0,0.0,,0.0,8.0,85.0,17.0,61.0,7.0,1.0,
NORTH DAKOTA - Nonmetropolitan Counties,Ward,21.0,0.0,1.0,,0.0,20.0,176.0,55.0,97.0,24.0,2.0,
NORTH DAKOTA - Nonmetropolitan Counties,Wells,1.0,0.0,0.0,,0.0,1.0,15.0,8.0,6.0,1.0,1.0,
NORTH DAKOTA - Nonmetropolitan Counties,Williams,35.0,2.0,4.0,,0.0,29.0,394.0,71.0,236.0,87.0,2.0,
OHIO - Metropolitan Counties,Allen,26.0,0.0,,6.0,7.0,13.0,1025.0,240.0,749.0,36.0,4.0,
OHIO - Metropolitan Counties,Belmont,26.0,0.0,7.0,,6.0,13.0,522.0,175.0,309.0,38.0,0.0,
OHIO - Metropolitan Counties,Butler,422.0,1.0,3.0,,6.0,412.0,1021.0,326.0,695.0,0.0,13.0,
OHIO - Metropolitan Counties,Carroll,48.0,0.0,1.0,,1.0,46.0,282.0,65.0,183.0,34.0,2.0,
OHIO - Metropolitan Counties,Clark,42.0,0.0,8.0,,9.0,25.0,1316.0,349.0,923.0,44.0,6.0,
OHIO - Metropolitan Counties,Clermont,84.0,1.0,15.0,,4.0,64.0,1850.0,667.0,1141.0,42.0,3.0,
OHIO - Metropolitan Counties,Delaware,31.0,0.0,7.0,,5.0,19.0,994.0,263.0,716.0,15.0,1.0,
OHIO - Metropolitan Counties,Franklin,110.0,1.0,16.0,,41.0,52.0,1378.0,365.0,937.0,76.0,4.0,
OHIO - Metropolitan Counties,Fulton,17.0,1.0,4.0,,0.0,12.0,277.0,85.0,184.0,8.0,1.0,
OHIO - Metropolitan Counties,Geauga,19.0,1.0,3.0,,4.0,11.0,222.0,56.0,156.0,10.0,2.0,
OHIO - Metropolitan Counties,Greene,20.0,1.0,6.0,,1.0,12.0,511.0,180.0,311.0,20.0,1.0,
OHIO - Metropolitan Counties,Hamilton,226.0,3.0,,43.0,96.0,84.0,4747.0,866.0,3676.0,205.0,15.0,
OHIO - Metropolitan Counties,Jefferson,9.0,0.0,0.0,,1.0,8.0,132.0,56.0,72.0,4.0,0.0,
OHIO - Metropolitan Counties,Lake,195.0,0.0,,20.0,2.0,173.0,301.0,93.0,205.0,3.0,3.0,
OHIO - Metropolitan Counties,Lawrence,42.0,0.0,3.0,,5.0,34.0,799.0,283.0,480.0,36.0,4.0,
OHIO - Metropolitan Counties,Lorain,42.0,0.0,13.0,,13.0,16.0,910.0,453.0,431.0,26.0,3.0,
OHIO - Metropolitan Counties,Madison,12.0,0.0,5.0,,2.0,5.0,584.0,202.0,343.0,39.0,3.0,
OHIO - Metropolitan Counties,Mahoning,0.0,0.0,,0.0,0.0,0.0,157.0,39.0,115.0,3.0,0.0,
OHIO - Metropolitan Counties,Miami,18.0,0.0,13.0,,1.0,4.0,522.0,183.0,317.0,22.0,6.0,
OHIO - Metropolitan Counties,Morrow,13.0,0.0,2.0,,3.0,8.0,301.0,147.0,146.0,8.0,0.0,
OHIO - Metropolitan Counties,Perry,2.0,1.0,1.0,,0.0,0.0,117.0,39.0,73.0,5.0,0.0,
OHIO - Metropolitan Counties,Pickaway,20.0,0.0,7.0,,4.0,9.0,874.0,375.0,471.0,28.0,1.0,
OHIO - Metropolitan Counties,Portage,30.0,2.0,,8.0,6.0,14.0,1459.0,394.0,1033.0,32.0,17.0,
OHIO - Metropolitan Counties,Richland,39.0,1.0,7.0,,20.0,11.0,1398.0,560.0,807.0,31.0,3.0,
OHIO - Metropolitan Counties,Stark,93.0,0.0,18.0,,41.0,34.0,1366.0,364.0,894.0,108.0,6.0,
OHIO - Metropolitan Counties,Summit,34.0,1.0,10.0,,14.0,9.0,937.0,198.0,683.0,56.0,4.0,
OHIO - Metropolitan Counties,Trumbull,19.0,0.0,6.0,,2.0,11.0,517.0,252.0,236.0,29.0,1.0,
OHIO - Metropolitan Counties,Warren,51.0,0.0,12.0,,9.0,30.0,1169.0,265.0,865.0,39.0,2.0,
OHIO - Metropolitan Counties,Wood,14.0,0.0,9.0,,1.0,4.0,460.0,158.0,296.0,6.0,1.0,
OHIO - Nonmetropolitan Counties,Adams,10.0,0.0,2.0,,0.0,8.0,296.0,112.0,169.0,15.0,2.0,
OHIO - Nonmetropolitan Counties,Ashland,9.0,0.0,7.0,,0.0,2.0,303.0,134.0,157.0,12.0,3.0,
OHIO - Nonmetropolitan Counties,Ashtabula,40.0,1.0,4.0,,7.0,28.0,1039.0,237.0,749.0,53.0,2.0,
OHIO - Nonmetropolitan Counties,Athens,16.0,1.0,8.0,,3.0,4.0,580.0,220.0,350.0,10.0,3.0,
OHIO - Nonmetropolitan Counties,Auglaize,3.0,0.0,0.0,,1.0,2.0,169.0,51.0,108.0,10.0,1.0,
OHIO - Nonmetropolitan Counties,Champaign,16.0,0.0,5.0,,0.0,11.0,333.0,117.0,211.0,5.0,2.0,
OHIO - Nonmetropolitan Counties,Columbiana,14.0,3.0,4.0,,0.0,7.0,52.0,37.0,13.0,2.0,0.0,
OHIO - Nonmetropolitan Counties,Coshocton,28.0,2.0,0.0,,10.0,16.0,641.0,194.0,433.0,14.0,5.0,
OHIO - Nonmetropolitan Counties,Crawford,7.0,0.0,1.0,,1.0,5.0,321.0,141.0,171.0,9.0,0.0,
OHIO - Nonmetropolitan Counties,Darke,10.0,0.0,4.0,,1.0,5.0,356.0,135.0,210.0,11.0,0.0,
OHIO - Nonmetropolitan Counties,Defiance,5.0,0.0,4.0,,0.0,1.0,168.0,51.0,117.0,0.0,3.0,
OHIO - Nonmetropolitan Counties,Erie,6.0,0.0,0.0,,0.0,6.0,230.0,68.0,162.0,0.0,0.0,
OHIO - Nonmetropolitan Counties,Fayette,23.0,0.0,10.0,,4.0,9.0,612.0,194.0,403.0,15.0,2.0,
OHIO - Nonmetropolitan Counties,Gallia,18.0,2.0,6.0,,2.0,8.0,544.0,207.0,325.0,12.0,4.0,
OHIO - Nonmetropolitan Counties,Hancock,5.0,0.0,2.0,,0.0,3.0,198.0,76.0,120.0,2.0,1.0,
OHIO - Nonmetropolitan Counties,Hardin,15.0,0.0,1.0,,3.0,11.0,242.0,90.0,144.0,8.0,2.0,
OHIO - Nonmetropolitan Counties,Harrison,0.0,0.0,0.0,,0.0,0.0,78.0,34.0,37.0,7.0,0.0,
OHIO - Nonmetropolitan Counties,Henry,15.0,1.0,4.0,,1.0,9.0,244.0,101.0,136.0,7.0,3.0,
OHIO - Nonmetropolitan Counties,Holmes,5.0,0.0,0.0,,2.0,3.0,200.0,56.0,134.0,10.0,1.0,
OHIO - Nonmetropolitan Counties,Knox,24.0,0.0,9.0,,2.0,13.0,617.0,183.0,434.0,0.0,4.0,
OHIO - Nonmetropolitan Counties,Logan,6.0,0.0,1.0,,1.0,4.0,444.0,191.0,236.0,17.0,1.0,
OHIO - Nonmetropolitan Counties,Marion,41.0,0.0,8.0,,20.0,13.0,1190.0,289.0,892.0,9.0,2.0,
OHIO - Nonmetropolitan Counties,Meigs,13.0,3.0,3.0,,1.0,6.0,268.0,100.0,151.0,17.0,0.0,
OHIO - Nonmetropolitan Counties,Mercer,9.0,0.0,6.0,,0.0,3.0,160.0,43.0,110.0,7.0,0.0,
OHIO - Nonmetropolitan Counties,Monroe,3.0,0.0,1.0,,0.0,2.0,66.0,30.0,35.0,1.0,0.0,
OHIO - Nonmetropolitan Counties,Muskingum,51.0,1.0,30.0,,8.0,12.0,1149.0,295.0,790.0,64.0,10.0,
OHIO - Nonmetropolitan Counties,Ottawa,14.0,1.0,,13.0,0.0,0.0,345.0,57.0,282.0,6.0,0.0,
OHIO - Nonmetropolitan Counties,Paulding,9.0,0.0,0.0,,2.0,7.0,223.0,72.0,151.0,0.0,2.0,
OHIO - Nonmetropolitan Counties,Pike,6.0,0.0,2.0,,0.0,4.0,292.0,80.0,203.0,9.0,5.0,
OHIO - Nonmetropolitan Counties,Preble,15.0,0.0,3.0,,3.0,9.0,370.0,110.0,239.0,21.0,1.0,
OHIO - Nonmetropolitan Counties,Putnam,13.0,2.0,7.0,,1.0,3.0,191.0,40.0,150.0,1.0,1.0,
OHIO - Nonmetropolitan Counties,Ross,85.0,0.0,19.0,,17.0,49.0,1597.0,472.0,1060.0,65.0,13.0,
OHIO - Nonmetropolitan Counties,Shelby,8.0,0.0,2.0,,0.0,6.0,241.0,60.0,167.0,14.0,0.0,
OHIO - Nonmetropolitan Counties,Tuscarawas,5.0,0.0,1.0,,2.0,2.0,370.0,146.0,194.0,30.0,1.0,
OHIO - Nonmetropolitan Counties,Van Wert,3.0,0.0,2.0,,1.0,0.0,161.0,68.0,91.0,2.0,1.0,
OHIO - Nonmetropolitan Counties,Vinton,15.0,0.0,1.0,,2.0,12.0,194.0,81.0,108.0,5.0,0.0,
OHIO - Nonmetropolitan Counties,Wayne,24.0,1.0,7.0,,2.0,14.0,704.0,282.0,381.0,41.0,1.0,
OKLAHOMA - Metropolitan Counties,Canadian,8.0,2.0,1.0,,0.0,5.0,177.0,79.0,81.0,17.0,5.0,
OKLAHOMA - Metropolitan Counties,Cleveland,41.0,0.0,,5.0,3.0,33.0,342.0,137.0,168.0,37.0,5.0,
OKLAHOMA - Metropolitan Counties,Comanche,29.0,0.0,11.0,,1.0,17.0,348.0,154.0,174.0,20.0,1.0,
OKLAHOMA - Metropolitan Counties,Cotton,0.0,0.0,0.0,,0.0,0.0,24.0,18.0,6.0,0.0,0.0,
OKLAHOMA - Metropolitan Counties,Creek,65.0,0.0,17.0,,2.0,46.0,464.0,165.0,237.0,62.0,5.0,
OKLAHOMA - Metropolitan Counties,Grady,20.0,1.0,7.0,,0.0,12.0,296.0,126.0,146.0,24.0,3.0,
OKLAHOMA - Metropolitan Counties,Lincoln,27.0,0.0,6.0,,2.0,19.0,338.0,139.0,164.0,35.0,8.0,
OKLAHOMA - Metropolitan Counties,Logan,19.0,1.0,2.0,,1.0,15.0,430.0,207.0,198.0,25.0,1.0,
OKLAHOMA - Metropolitan Counties,McClain,11.0,0.0,4.0,,2.0,5.0,358.0,145.0,176.0,37.0,2.0,
OKLAHOMA - Metropolitan Counties,Oklahoma,34.0,2.0,,1.0,1.0,30.0,346.0,96.0,214.0,36.0,0.0,
OKLAHOMA - Metropolitan Counties,Okmulgee,6.0,0.0,1.0,,0.0,5.0,161.0,62.0,73.0,26.0,6.0,
OKLAHOMA - Metropolitan Counties,Osage,24.0,1.0,5.0,,1.0,17.0,342.0,128.0,195.0,19.0,6.0,
OKLAHOMA - Metropolitan Counties,Pawnee,16.0,1.0,,0.0,1.0,14.0,68.0,15.0,44.0,9.0,2.0,
OKLAHOMA - Metropolitan Counties,Rogers,79.0,0.0,,25.0,0.0,54.0,393.0,141.0,189.0,63.0,2.0,
OKLAHOMA - Metropolitan Counties,Sequoyah,48.0,0.0,6.0,,2.0,40.0,393.0,142.0,231.0,20.0,11.0,
OKLAHOMA - Metropolitan Counties,Tulsa,202.0,1.0,25.0,,15.0,161.0,883.0,344.0,391.0,148.0,11.0,
OKLAHOMA - Metropolitan Counties,Wagoner,30.0,1.0,5.0,,2.0,22.0,420.0,115.0,263.0,42.0,8.0,
OKLAHOMA - Nonmetropolitan Counties,Adair,40.0,0.0,3.0,,0.0,37.0,127.0,55.0,65.0,7.0,11.0,
OKLAHOMA - Nonmetropolitan Counties,Alfalfa,1.0,0.0,0.0,,0.0,1.0,27.0,9.0,17.0,1.0,0.0,
OKLAHOMA - Nonmetropolitan Counties,Atoka,2.0,0.0,1.0,,0.0,1.0,81.0,36.0,43.0,2.0,2.0,
OKLAHOMA - Nonmetropolitan Counties,Beaver,1.0,0.0,0.0,,0.0,1.0,54.0,14.0,39.0,1.0,1.0,
OKLAHOMA - Nonmetropolitan Counties,Beckham,6.0,0.0,1.0,,0.0,5.0,99.0,25.0,55.0,19.0,1.0,
OKLAHOMA - Nonmetropolitan Counties,Blaine,8.0,0.0,0.0,,0.0,8.0,63.0,18.0,41.0,4.0,1.0,
OKLAHOMA - Nonmetropolitan Counties,Bryan,22.0,2.0,3.0,,0.0,17.0,237.0,103.0,104.0,30.0,3.0,
OKLAHOMA - Nonmetropolitan Counties,Caddo,54.0,1.0,,0.0,1.0,52.0,192.0,102.0,77.0,13.0,3.0,
OKLAHOMA - Nonmetropolitan Counties,Carter,30.0,2.0,,5.0,1.0,22.0,308.0,107.0,164.0,37.0,2.0,
OKLAHOMA - Nonmetropolitan Counties,Cherokee,58.0,0.0,5.0,,4.0,49.0,662.0,261.0,342.0,59.0,4.0,
OKLAHOMA - Nonmetropolitan Counties,Choctaw,13.0,0.0,,0.0,2.0,11.0,154.0,60.0,87.0,7.0,0.0,
OKLAHOMA - Nonmetropolitan Counties,Cimarron,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,2.0,0.0,0.0,
OKLAHOMA - Nonmetropolitan Counties,Coal,1.0,0.0,0.0,,0.0,1.0,36.0,12.0,23.0,1.0,2.0,
OKLAHOMA - Nonmetropolitan Counties,Craig,1.0,0.0,0.0,,0.0,1.0,29.0,11.0,14.0,4.0,1.0,
OKLAHOMA - Nonmetropolitan Counties,Custer,8.0,1.0,0.0,,0.0,7.0,77.0,20.0,51.0,6.0,0.0,
OKLAHOMA - Nonmetropolitan Counties,Dewey,0.0,0.0,0.0,,0.0,0.0,33.0,15.0,12.0,6.0,1.0,
OKLAHOMA - Nonmetropolitan Counties,Ellis,4.0,0.0,1.0,,0.0,3.0,54.0,18.0,32.0,4.0,2.0,
OKLAHOMA - Nonmetropolitan Counties,Garfield,11.0,0.0,2.0,,0.0,9.0,156.0,52.0,95.0,9.0,10.0,
OKLAHOMA - Nonmetropolitan Counties,Garvin,22.0,1.0,6.0,,2.0,13.0,280.0,120.0,141.0,19.0,4.0,
OKLAHOMA - Nonmetropolitan Counties,Grant,0.0,0.0,0.0,,0.0,0.0,21.0,7.0,12.0,2.0,0.0,
OKLAHOMA - Nonmetropolitan Counties,Greer,0.0,0.0,0.0,,0.0,0.0,8.0,4.0,4.0,0.0,0.0,
OKLAHOMA - Nonmetropolitan Counties,Harmon,1.0,0.0,1.0,,0.0,0.0,12.0,4.0,8.0,0.0,0.0,
OKLAHOMA - Nonmetropolitan Counties,Harper,1.0,0.0,0.0,,0.0,1.0,6.0,1.0,4.0,1.0,0.0,
OKLAHOMA - Nonmetropolitan Counties,Haskell,7.0,0.0,0.0,,0.0,7.0,61.0,19.0,33.0,9.0,0.0,
OKLAHOMA - Nonmetropolitan Counties,Hughes,1.0,1.0,0.0,,0.0,0.0,51.0,8.0,34.0,9.0,5.0,
OKLAHOMA - Nonmetropolitan Counties,Jackson,8.0,0.0,2.0,,0.0,6.0,62.0,20.0,36.0,6.0,2.0,
OKLAHOMA - Nonmetropolitan Counties,Jefferson,2.0,0.0,0.0,,1.0,1.0,25.0,6.0,16.0,3.0,1.0,
OKLAHOMA - Nonmetropolitan Counties,Johnston,44.0,0.0,,0.0,0.0,44.0,35.0,13.0,19.0,3.0,1.0,
OKLAHOMA - Nonmetropolitan Counties,Kay,19.0,0.0,,0.0,2.0,17.0,81.0,40.0,40.0,1.0,0.0,
OKLAHOMA - Nonmetropolitan Counties,Kingfisher,2.0,0.0,0.0,,0.0,2.0,74.0,27.0,38.0,9.0,1.0,
OKLAHOMA - Nonmetropolitan Counties,Kiowa,4.0,0.0,2.0,,1.0,1.0,66.0,29.0,33.0,4.0,1.0,
OKLAHOMA - Nonmetropolitan Counties,Latimer,19.0,0.0,2.0,,0.0,17.0,64.0,28.0,30.0,6.0,3.0,
OKLAHOMA - Nonmetropolitan Counties,Love,8.0,3.0,0.0,,0.0,5.0,86.0,36.0,41.0,9.0,0.0,
OKLAHOMA - Nonmetropolitan Counties,Major,6.0,0.0,1.0,,2.0,3.0,27.0,9.0,17.0,1.0,0.0,
OKLAHOMA - Nonmetropolitan Counties,Marshall,16.0,0.0,2.0,,0.0,14.0,116.0,43.0,58.0,15.0,1.0,
OKLAHOMA - Nonmetropolitan Counties,Mayes,8.0,0.0,2.0,,0.0,6.0,200.0,65.0,111.0,24.0,6.0,
OKLAHOMA - Nonmetropolitan Counties,McIntosh,27.0,1.0,5.0,,1.0,20.0,232.0,98.0,108.0,26.0,5.0,
OKLAHOMA - Nonmetropolitan Counties,Murray,16.0,0.0,2.0,,0.0,14.0,48.0,19.0,26.0,3.0,0.0,
OKLAHOMA - Nonmetropolitan Counties,Muskogee,82.0,1.0,,9.0,13.0,59.0,350.0,114.0,188.0,48.0,22.0,
OKLAHOMA - Nonmetropolitan Counties,Noble,4.0,0.0,0.0,,0.0,4.0,72.0,22.0,45.0,5.0,2.0,
OKLAHOMA - Nonmetropolitan Counties,Nowata,2.0,0.0,1.0,,0.0,1.0,21.0,8.0,12.0,1.0,0.0,
OKLAHOMA - Nonmetropolitan Counties,Okfuskee,9.0,0.0,1.0,,0.0,8.0,123.0,52.0,59.0,12.0,1.0,
OKLAHOMA - Nonmetropolitan Counties,Ottawa,4.0,0.0,,1.0,1.0,2.0,120.0,48.0,42.0,30.0,3.0,
OKLAHOMA - Nonmetropolitan Counties,Payne,25.0,2.0,5.0,,4.0,14.0,324.0,109.0,192.0,23.0,4.0,
